Image	Total Healthy	Total Unhealthy	Healthy/Total	Unhealthy/Total
Col-0_CPB_#1_11dpi.JPG, 478887195.000000, 1213290.000000, 0.997473, 0.002527
Col-0_CPB_#1_13dpi.JPG, 574343385.000000, 3280575.000000, 0.994321, 0.005679
Col-0_CPB_#1_15dpi.JPG, 518063865.000000, 25121580.000000, 0.953751, 0.046249
Col-0_CPB_#1_17dpi.JPG, 472629495.000000, 51869805.000000, 0.901106, 0.098894
Col-0_CPB_#1_1dbi.JPG, 159714660.000000, 0.000000, 1.000000, 0.000000
Col-0_CPB_#1_1dpi.JPG, 181333560.000000, 0.000000, 1.000000, 0.000000
Col-0_CPB_#1_3dpi.JPG, 315297045.000000, 7653825.000000, 0.976300, 0.023700
Col-0_CPB_#1_5dpi.JPG, 380289915.000000, 7322070.000000, 0.981110, 0.018890
Col-0_CPB_#1_7dpi.JPG, 466698195.000000, 4970715.000000, 0.989461, 0.010539
Col-0_CPB_#1_9dpi.JPG, 531253485.000000, 807330.000000, 0.998483, 0.001517
Col-0_CPB_#2_11dpi.JPG, 302675565.000000, 6355875.000000, 0.979433, 0.020567
Col-0_CPB_#2_13dpi.JPG, 327552090.000000, 6345930.000000, 0.980994, 0.019006
Col-0_CPB_#2_15dpi.JPG, 328535625.000000, 9716010.000000, 0.971276, 0.028724
Col-0_CPB_#2_17dpi.JPG, 298804920.000000, 34688160.000000, 0.895985, 0.104015
Col-0_CPB_#2_1dbi.JPG, 134525760.000000, 639795.000000, 0.995267, 0.004733
Col-0_CPB_#2_1dpi.JPG, 134936055.000000, 1996140.000000, 0.985422, 0.014578
Col-0_CPB_#2_3dpi.JPG, 147117150.000000, 1178610.000000, 0.992052, 0.007948
Col-0_CPB_#2_5dpi.JPG, 196519830.000000, 9085650.000000, 0.955810, 0.044190
Col-0_CPB_#2_7dpi.JPG, 231556575.000000, 8264805.000000, 0.965538, 0.034462
Col-0_CPB_#2_9dpi.JPG, 253994280.000000, 9330195.000000, 0.964568, 0.035432
Col-0_CPB_#3_11dpi.JPG, 427368015.000000, 3838770.000000, 0.991098, 0.008902
Col-0_CPB_#3_13dpi.JPG, 425443785.000000, 10589640.000000, 0.975714, 0.024286
Col-0_CPB_#3_15dpi.JPG, 410257515.000000, 9494670.000000, 0.977380, 0.022620
Col-0_CPB_#3_17dpi.JPG, 359878695.000000, 28162965.000000, 0.927423, 0.072577
Col-0_CPB_#3_1dbi.JPG, 157491570.000000, 0.000000, 1.000000, 0.000000
Col-0_CPB_#3_1dpi.JPG, 173080485.000000, 528615.000000, 0.996955, 0.003045
Col-0_CPB_#3_3dpi.JPG, 271074180.000000, 8334675.000000, 0.970170, 0.029830
Col-0_CPB_#3_5dpi.JPG, 303572655.000000, 14385825.000000, 0.954756, 0.045244
Col-0_CPB_#3_7dpi.JPG, 362054355.000000, 15201060.000000, 0.959706, 0.040294
Col-0_CPB_#3_9dpi.JPG, 427069920.000000, 7359555.000000, 0.983059, 0.016941
Col-0_CPB_#4_11dpi.JPG, 286826805.000000, 9626250.000000, 0.967529, 0.032471
Col-0_CPB_#4_13dpi.JPG, 295111755.000000, 12451905.000000, 0.959514, 0.040486
Col-0_CPB_#4_15dpi.JPG, 298195725.000000, 13713645.000000, 0.956033, 0.043967
Col-0_CPB_#4_17dpi.JPG, 300798000.000000, 13657545.000000, 0.956568, 0.043432
Col-0_CPB_#4_1dbi.JPG, 111357225.000000, 0.000000, 1.000000, 0.000000
Col-0_CPB_#4_1dpi.JPG, 118287360.000000, 0.000000, 1.000000, 0.000000
Col-0_CPB_#4_3dpi.JPG, 153767040.000000, 5023755.000000, 0.968362, 0.031638
Col-0_CPB_#4_5dpi.JPG, 165461595.000000, 7928970.000000, 0.954271, 0.045729
Col-0_CPB_#4_7dpi.JPG, 199838400.000000, 7817790.000000, 0.962352, 0.037648
Col-0_CPB_#4_9dpi.JPG, 277138590.000000, 4717245.000000, 0.983264, 0.016736
Col-0_M_#6_11dpi.JPG, 352520160.000000, 4737135.000000, 0.986740, 0.013260
Col-0_M_#6_13dpi.JPG, 392144355.000000, 2637975.000000, 0.993318, 0.006682
Col-0_M_#6_15dpi.JPG, 430990035.000000, 2384505.000000, 0.994498, 0.005502
Col-0_M_#6_17dpi.JPG, 452791770.000000, 6009330.000000, 0.986902, 0.013098
Col-0_M_#6_1dbi.JPG, 197382750.000000, 276165.000000, 0.998603, 0.001397
Col-0_M_#6_1dpi.JPG, 210180945.000000, 0.000000, 1.000000, 0.000000
Col-0_M_#6_3dpi.JPG, 228557775.000000, 5920335.000000, 0.974751, 0.025249
Col-0_M_#6_5dpi.JPG, 254538450.000000, 7362360.000000, 0.971889, 0.028111
Col-0_M_#6_7dpi.JPG, 280325580.000000, 10213770.000000, 0.964845, 0.035155
Col-0_M_#6_9dpi.JPG, 315376095.000000, 6657030.000000, 0.979328, 0.020672
Col-0_M_#7_11dpi.JPG, 342166650.000000, 2106300.000000, 0.993882, 0.006118
Col-0_M_#7_13dpi.JPG, 386199540.000000, 1126335.000000, 0.997092, 0.002908
Col-0_M_#7_15dpi.JPG, 423391800.000000, 1640925.000000, 0.996139, 0.003861
Col-0_M_#7_17dpi.JPG, 443720910.000000, 4356930.000000, 0.990276, 0.009724
Col-0_M_#7_1dbi.JPG, 145504020.000000, 0.000000, 1.000000, 0.000000
Col-0_M_#7_1dpi.JPG, 158373105.000000, 0.000000, 1.000000, 0.000000
Col-0_M_#7_3dpi.JPG, 186669690.000000, 1729920.000000, 0.990818, 0.009182
