Image	Mean1	Mean2	Mean3	Covariance1	Covariance2	Covariance3	Weight1	Weight2	Weight3
Col-0_CPB_#1_11dpi.JPG, 51.184762, 53.494346, 51.967936, 1.840940, 1.750695, 7.487653, 0.744785, 0.176318, 0.078897
Col-0_CPB_#1_13dpi.JPG, 52.813590, 50.426471, 49.770973, 2.376805, 2.135651, 7.255578, 0.217310, 0.670582, 0.112108
Col-0_CPB_#1_15dpi.JPG, 52.267570, 47.640684, 34.621151, 3.680380, 3.313922, 4.199866, 0.747405, 0.211479, 0.041116
Col-0_CPB_#1_17dpi.JPG, 49.205544, 52.850986, 32.620661, 3.563215, 4.095350, 4.556880, 0.472242, 0.431146, 0.096611
Col-0_CPB_#1_1dbi.JPG, 51.056283, 65.263813, 51.491018, 1.761131, 12.035870, 4.714962, 0.812179, 0.032753, 0.155068
Col-0_CPB_#1_1dpi.JPG, 52.036898, 63.444158, 51.127881, 1.754525, 11.092803, 3.703930, 0.609429, 0.040894, 0.349677
Col-0_CPB_#1_3dpi.JPG, 50.605621, 49.791988, 52.898289, 1.835139, 5.462966, 16.951150, 0.763816, 0.202377, 0.033807
Col-0_CPB_#1_5dpi.JPG, 52.559103, 31.441827, 50.487721, 8.675797, 3.925123, 2.047091, 0.111353, 0.008531, 0.880116
Col-0_CPB_#1_7dpi.JPG, 51.194032, 51.447129, 50.067405, 1.396442, 2.770992, 12.651668, 0.528368, 0.431223, 0.040409
Col-0_CPB_#1_9dpi.JPG, 53.085215, 50.642838, 53.891287, 2.153981, 1.907909, 11.071489, 0.141109, 0.835916, 0.022975
Col-0_CPB_#2_11dpi.JPG, 53.625605, 50.517768, 26.656921, 10.552713, 2.345184, 2.769397, 0.088931, 0.904209, 0.006860
Col-0_CPB_#2_13dpi.JPG, 49.784370, 52.588304, 25.989829, 2.419207, 11.453407, 2.802833, 0.915035, 0.078514, 0.006451
Col-0_CPB_#2_15dpi.JPG, 49.719909, 49.676323, 26.418997, 2.761124, 11.813209, 2.718916, 0.897265, 0.096476, 0.006259
Col-0_CPB_#2_17dpi.JPG, 32.145925, 48.175858, 49.402073, 4.745732, 11.925742, 2.934217, 0.070467, 0.122304, 0.807229
Col-0_CPB_#2_1dbi.JPG, 51.327563, 55.704903, 60.442824, 1.885573, 2.705383, 13.551502, 0.843241, 0.097479, 0.059280
Col-0_CPB_#2_1dpi.JPG, 51.185470, 58.280304, 54.784487, 2.192080, 13.926620, 3.625468, 0.766612, 0.086144, 0.147244
Col-0_CPB_#2_3dpi.JPG, 49.139283, 51.500979, 59.082636, 2.236108, 2.515442, 12.237685, 0.254117, 0.658830, 0.087052
Col-0_CPB_#2_5dpi.JPG, 50.510969, 37.698655, 62.942595, 2.684172, 5.380330, 10.077750, 0.898039, 0.053005, 0.048956
Col-0_CPB_#2_7dpi.JPG, 50.794157, 35.024314, 63.348345, 2.656191, 5.728057, 10.426117, 0.926452, 0.032440, 0.041108
Col-0_CPB_#2_9dpi.JPG, 51.526372, 33.168936, 54.909980, 2.440944, 7.079938, 10.103644, 0.855854, 0.024731, 0.119415
Col-0_CPB_#3_11dpi.JPG, 53.287044, 58.279683, 51.615022, 2.564672, 4.772942, 10.488952, 0.854980, 0.095737, 0.049282
Col-0_CPB_#3_13dpi.JPG, 54.507027, 53.215253, 30.887519, 5.033918, 2.489049, 3.386699, 0.439210, 0.542547, 0.018244
Col-0_CPB_#3_15dpi.JPG, 54.692770, 45.109786, 51.521292, 3.488021, 14.937150, 3.097661, 0.627189, 0.054273, 0.318538
Col-0_CPB_#3_17dpi.JPG, 55.086024, 40.507283, 50.971717, 3.805060, 12.700971, 3.046534, 0.273690, 0.113681, 0.612628
Col-0_CPB_#3_1dbi.JPG, 50.688036, 53.011520, 60.866860, 1.960488, 2.253342, 10.118235, 0.368655, 0.601841, 0.029504
Col-0_CPB_#3_1dpi.JPG, 53.744595, 50.278826, 59.598015, 2.572610, 2.164176, 12.998328, 0.204402, 0.760619, 0.034979
Col-0_CPB_#3_3dpi.JPG, 53.077254, 49.071396, 55.616735, 2.736620, 9.962715, 3.950832, 0.718156, 0.157141, 0.124703
Col-0_CPB_#3_5dpi.JPG, 53.762558, 34.560599, 52.590833, 5.360173, 5.475636, 2.346339, 0.470942, 0.046466, 0.482592
Col-0_CPB_#3_7dpi.JPG, 54.083023, 51.362083, 43.779793, 3.599009, 2.424932, 11.923716, 0.413234, 0.495086, 0.091680
Col-0_CPB_#3_9dpi.JPG, 54.883315, 52.804214, 47.552417, 4.143211, 2.213360, 14.060632, 0.427685, 0.528115, 0.044200
Col-0_CPB_#4_11dpi.JPG, 53.339807, 50.749889, 44.726713, 2.727566, 2.447468, 13.751737, 0.632875, 0.289596, 0.077529
Col-0_CPB_#4_13dpi.JPG, 54.818373, 44.248797, 52.950600, 3.824832, 13.706436, 2.373509, 0.418908, 0.102421, 0.478671
Col-0_CPB_#4_15dpi.JPG, 54.572897, 43.622330, 52.616333, 3.402391, 15.365677, 2.376000, 0.635162, 0.094405, 0.270434
Col-0_CPB_#4_17dpi.JPG, 54.548785, 51.979256, 43.027453, 3.243696, 2.387525, 16.006806, 0.587160, 0.317088, 0.095752
Col-0_CPB_#4_1dbi.JPG, 51.627316, 65.605919, 47.944659, 2.135504, 11.371594, 2.071347, 0.658593, 0.026036, 0.315372
Col-0_CPB_#4_1dpi.JPG, 52.641433, 67.851973, 48.433722, 2.541487, 11.059435, 2.480465, 0.542692, 0.040170, 0.417138
Col-0_CPB_#4_3dpi.JPG, 50.678090, 52.074064, 34.282862, 8.848209, 3.058144, 5.922208, 0.154800, 0.827557, 0.017643
Col-0_CPB_#4_5dpi.JPG, 52.146978, 51.863069, 31.816431, 7.573939, 3.107128, 5.735717, 0.188194, 0.774619, 0.037187
Col-0_CPB_#4_7dpi.JPG, 52.586234, 45.996367, 50.924318, 4.010797, 13.379692, 2.519164, 0.460651, 0.081805, 0.457544
Col-0_CPB_#4_9dpi.JPG, 51.655234, 54.184955, 51.666107, 2.757721, 3.006251, 12.702572, 0.338628, 0.589176, 0.072196
Col-0_M_#6_11dpi.JPG, 53.335853, 50.297883, 46.145917, 2.861383, 2.315349, 13.699801, 0.226910, 0.735785, 0.037305
Col-0_M_#6_13dpi.JPG, 50.739420, 53.908966, 52.073196, 2.284386, 2.254794, 10.434539, 0.683012, 0.258997, 0.057991
Col-0_M_#6_15dpi.JPG, 51.042005, 53.996650, 49.299921, 2.729815, 3.264353, 15.372018, 0.799844, 0.180878, 0.019278
Col-0_M_#6_17dpi.JPG, 53.151918, 50.157656, 49.434918, 2.606476, 2.320784, 10.323516, 0.343793, 0.572681, 0.083525
Col-0_M_#6_1dbi.JPG, 51.155742, 49.211754, 58.000994, 2.106061, 1.452599, 12.756170, 0.205157, 0.745334, 0.049510
Col-0_M_#6_1dpi.JPG, 49.663150, 57.883023, 52.285306, 1.851694, 11.558542, 2.175780, 0.758803, 0.036285, 0.204911
Col-0_M_#6_3dpi.JPG, 49.739366, 62.333927, 47.604127, 2.018907, 14.154332, 6.885318, 0.865032, 0.023257, 0.111711
Col-0_M_#6_5dpi.JPG, 49.878766, 49.339505, 50.447927, 2.743930, 12.822993, 1.865222, 0.511817, 0.076073, 0.412111
Col-0_M_#6_7dpi.JPG, 50.546850, 33.324421, 50.450890, 2.549043, 4.887055, 11.178384, 0.906263, 0.016753, 0.076984
Col-0_M_#6_9dpi.JPG, 50.847900, 32.007923, 52.461959, 2.634429, 5.217419, 10.666188, 0.928027, 0.010462, 0.061511
Col-0_M_#7_11dpi.JPG, 50.874703, 52.375055, 51.749016, 2.422855, 8.770949, 3.603711, 0.814842, 0.073790, 0.111368
Col-0_M_#7_13dpi.JPG, 52.036360, 49.036993, 52.923870, 2.237635, 2.000402, 7.288921, 0.626377, 0.256038, 0.117586
Col-0_M_#7_15dpi.JPG, 52.442796, 50.526405, 55.324560, 2.652513, 5.636050, 5.714175, 0.714366, 0.150968, 0.134666
Col-0_M_#7_17dpi.JPG, 53.465231, 51.941468, 52.310659, 3.625017, 2.379948, 7.741573, 0.281019, 0.529280, 0.189701
Col-0_M_#7_1dbi.JPG, 49.567415, 62.846701, 50.632866, 1.274871, 11.935689, 3.231560, 0.693178, 0.035071, 0.271751
Col-0_M_#7_1dpi.JPG, 49.909778, 56.989540, 52.415456, 1.717564, 10.606979, 2.175370, 0.723708, 0.041213, 0.235080
Col-0_M_#7_3dpi.JPG, 50.232308, 48.296592, 54.665540, 1.969444, 2.247646, 11.885804, 0.744582, 0.188627, 0.066791
Col-0_M_#7_5dpi.JPG, 49.491185, 51.217725, 50.560775, 2.149549, 2.291830, 12.034129, 0.540538, 0.371143, 0.088319
Col-0_M_#7_7dpi.JPG, 50.286314, 47.850807, 50.438809, 3.010107, 13.249853, 1.764392, 0.463836, 0.076832, 0.459333
Col-0_M_#7_9dpi.JPG, 52.035290, 48.991433, 53.602007, 2.352538, 2.277975, 13.250625, 0.443781, 0.516927, 0.039292
Col-0_M_#8_11dpi.JPG, 52.494822, 55.623795, 46.991520, 2.450534, 3.837955, 12.902338, 0.691867, 0.269400, 0.038732
Col-0_M_#8_13dpi.JPG, 56.275485, 52.368653, 32.927022, 5.569870, 2.447928, 7.612057, 0.129116, 0.861559, 0.009325
Col-0_M_#8_15dpi.JPG, 53.336051, 52.865278, 56.664512, 2.436141, 7.518794, 3.687744, 0.788723, 0.137959, 0.073318
Col-0_M_#8_17dpi.JPG, 54.692831, 52.799947, 51.969560, 3.702366, 11.826008, 2.410776, 0.357891, 0.053054, 0.589055
Col-0_M_#8_1dbi.JPG, 50.348763, 63.041274, 51.488176, 1.459360, 11.599747, 3.075019, 0.721945, 0.041423, 0.236632
Col-0_M_#8_1dpi.JPG, 50.672943, 52.782349, 56.591565, 1.902126, 2.006466, 9.805983, 0.382841, 0.545492, 0.071667
Col-0_M_#8_3dpi.JPG, 51.048158, 55.477774, 50.943482, 1.878617, 13.367364, 4.783721, 0.781771, 0.059286, 0.158944
Col-0_M_#8_5dpi.JPG, 52.660142, 50.814851, 61.352091, 2.334049, 9.438581, 17.318958, 0.837667, 0.142374, 0.019959
Col-0_M_#8_7dpi.JPG, 52.506589, 30.495356, 53.269537, 2.574040, 4.027822, 9.363148, 0.847177, 0.011005, 0.141818
Col-0_M_#8_9dpi.JPG, 52.930858, 35.149502, 55.350161, 2.796334, 8.416130, 7.031286, 0.824586, 0.021333, 0.154081
Col-0_M_#9_11dpi.JPG, 52.525605, 35.915634, 57.205258, 2.987868, 9.438994, 4.498133, 0.791087, 0.036794, 0.172118
Col-0_M_#9_13dpi.JPG, 54.363061, 62.422436, 54.184135, 3.371464, 4.065172, 9.694669, 0.698494, 0.154662, 0.146844
Col-0_M_#9_15dpi.JPG, 52.369740, 32.368131, 55.954238, 3.130723, 19.616729, 3.747370, 0.583116, 0.035618, 0.381265
Col-0_M_#9_17dpi.JPG, 54.449315, 34.741737, 51.065534, 3.478638, 20.026800, 3.279267, 0.530486, 0.045629, 0.423885
Col-0_M_#9_1dbi.JPG, 52.179274, 49.619285, 59.879466, 2.251531, 1.938812, 9.685457, 0.641152, 0.325497, 0.033351
Col-0_M_#9_1dpi.JPG, 52.039744, 56.829221, 48.932942, 2.600535, 9.593345, 2.049896, 0.666509, 0.045830, 0.287660
Col-0_M_#9_3dpi.JPG, 50.119093, 54.768011, 51.631011, 7.815800, 2.579476, 2.454391, 0.203752, 0.248801, 0.547447
Col-0_M_#9_5dpi.JPG, 50.814495, 53.809326, 43.095805, 2.946587, 3.496757, 11.131064, 0.276610, 0.582387, 0.141002
Col-0_M_#9_7dpi.JPG, 51.815588, 55.443099, 39.176069, 3.024049, 4.301318, 10.686734, 0.509906, 0.370190, 0.119904
Col-0_M_#9_9dpi.JPG, 53.097473, 56.960445, 50.439686, 3.191982, 4.180958, 11.296988, 0.723400, 0.162838, 0.113762
Col-0_wt_#1_11dpi.JPG, 47.955695, 36.877458, 51.144272, 3.081922, 12.963108, 4.137517, 0.493060, 0.290565, 0.216374
Col-0_wt_#1_13dpi.JPG, 48.497586, 21.541004, 33.110624, 5.296294, 5.123607, 3.343769, 0.789807, 0.108678, 0.101515
Col-0_wt_#1_15dpi.JPG, 39.292905, 29.256908, 47.777775, 15.367577, 8.512055, 3.638010, 0.161178, 0.243119, 0.595703
Col-0_wt_#1_17dpi.JPG, 45.226133, 22.361462, 31.658646, 7.292347, 5.754125, 3.446678, 0.646164, 0.234675, 0.119161
Col-0_wt_#1_1dbi.JPG, 55.883971, 51.713629, 56.394284, 7.700632, 2.074159, 2.699151, 0.193053, 0.556489, 0.250458
Col-0_wt_#1_1dpi.JPG, 52.498336, 52.498415, 51.417903, 4.252841, 14.632166, 2.558016, 0.326818, 0.060750, 0.612432
Col-0_wt_#1_3dpi.JPG, 51.412163, 43.008986, 53.442712, 2.933651, 6.180631, 10.319244, 0.842057, 0.047906, 0.110036
