genotype	treatment	timepoint	replicate	total	hue	count
Col-0	M	15	7	1666795	3	0
Col-0	M	15	7	1666795	4	0
Col-0	M	15	7	1666795	5	0
Col-0	M	15	7	1666795	6	0
Col-0	M	15	7	1666795	7	0
Col-0	M	15	7	1666795	8	0
Col-0	M	15	7	1666795	9	0
Col-0	M	15	7	1666795	10	0
Col-0	M	15	7	1666795	11	0
Col-0	M	15	7	1666795	12	0
Col-0	M	15	7	1666795	13	0
Col-0	M	15	7	1666795	14	0
Col-0	M	15	7	1666795	15	0
Col-0	M	15	7	1666795	16	0
Col-0	M	15	7	1666795	17	0
Col-0	M	15	7	1666795	18	0
Col-0	M	15	7	1666795	19	0
Col-0	M	15	7	1666795	20	0
Col-0	M	15	7	1666795	21	3
Col-0	M	15	7	1666795	22	15
Col-0	M	15	7	1666795	23	95
Col-0	M	15	7	1666795	24	202
Col-0	M	15	7	1666795	25	167
Col-0	M	15	7	1666795	26	631
Col-0	M	15	7	1666795	27	687
Col-0	M	15	7	1666795	28	514
Col-0	M	15	7	1666795	29	581
Col-0	M	15	7	1666795	30	386
Col-0	M	15	7	1666795	31	366
Col-0	M	15	7	1666795	32	245
Col-0	M	15	7	1666795	33	274
Col-0	M	15	7	1666795	34	285
Col-0	M	15	7	1666795	35	366
Col-0	M	15	7	1666795	36	344
Col-0	M	15	7	1666795	37	213
Col-0	M	15	7	1666795	38	334
Col-0	M	15	7	1666795	39	284
Col-0	M	15	7	1666795	40	202
Col-0	M	15	7	1666795	41	844
Col-0	M	15	7	1666795	42	3191
Col-0	M	15	7	1666795	43	6532
Col-0	M	15	7	1666795	44	10601
Col-0	M	15	7	1666795	45	19485
Col-0	M	15	7	1666795	46	33507
Col-0	M	15	7	1666795	47	50854
Col-0	M	15	7	1666795	48	68597
Col-0	M	15	7	1666795	49	100516
Col-0	M	15	7	1666795	50	134369
Col-0	M	15	7	1666795	51	181514
Col-0	M	15	7	1666795	52	220646
Col-0	M	15	7	1666795	53	224326
Col-0	M	15	7	1666795	54	146714
Col-0	M	15	7	1666795	55	162995
Col-0	M	15	7	1666795	56	101816
Col-0	M	15	7	1666795	57	62624
Col-0	M	15	7	1666795	58	44679
Col-0	M	15	7	1666795	59	27988
Col-0	M	15	7	1666795	60	11832
Col-0	M	15	7	1666795	61	15094
Col-0	M	15	7	1666795	62	8417
Col-0	M	15	7	1666795	63	6122
Col-0	M	15	7	1666795	64	4930
Col-0	M	15	7	1666795	65	3359
Col-0	M	15	7	1666795	66	2131
Col-0	M	15	7	1666795	67	1243
Col-0	M	15	7	1666795	68	2259
Col-0	M	15	7	1666795	69	1013
Col-0	M	15	7	1666795	70	398
Col-0	M	15	7	1666795	71	435
Col-0	M	15	7	1666795	72	77
Col-0	M	15	7	1666795	73	308
Col-0	M	15	7	1666795	74	103
Col-0	M	15	7	1666795	75	178
Col-0	M	15	7	1666795	76	103
Col-0	M	15	7	1666795	77	53
Col-0	M	15	7	1666795	78	80
Col-0	M	15	7	1666795	79	1
Col-0	M	15	7	1666795	80	117
Col-0	M	15	7	1666795	81	31
Col-0	M	15	7	1666795	82	98
Col-0	M	15	7	1666795	83	45
Col-0	M	15	7	1666795	84	80
Col-0	M	15	7	1666795	85	48
Col-0	M	15	7	1666795	86	26
Col-0	M	15	7	1666795	87	58
Col-0	M	15	7	1666795	88	35
Col-0	M	15	7	1666795	89	57
Col-0	M	15	7	1666795	90	26
Col-0	M	15	7	1666795	91	42
Col-0	M	15	7	1666795	92	4
Col-0	M	15	7	1666795	93	0
Col-0	M	15	7	1666795	94	0
Col-0	M	15	7	1666795	95	0
Col-0	M	15	7	1666795	96	0
Col-0	M	15	7	1666795	97	0
Col-0	M	15	7	1666795	98	0
Col-0	M	15	7	1666795	99	0
Col-0	M	15	7	1666795	100	0
Col-0	M	15	7	1666795	101	0
Col-0	M	15	7	1666795	102	0
Col-0	M	15	7	1666795	103	0
Col-0	M	15	7	1666795	104	0
Col-0	M	15	7	1666795	105	0
Col-0	M	15	7	1666795	106	0
Col-0	M	15	7	1666795	107	0
Col-0	M	15	7	1666795	108	0
Col-0	M	15	7	1666795	109	0
Col-0	M	15	7	1666795	110	0
Col-0	M	15	7	1666795	111	0
Col-0	M	15	7	1666795	112	0
Col-0	M	15	7	1666795	113	0
Col-0	M	15	7	1666795	114	0
Col-0	M	15	7	1666795	115	0
Col-0	M	15	7	1666795	116	0
Col-0	M	15	7	1666795	117	0
Col-0	M	15	7	1666795	118	0
Col-0	M	15	7	1666795	119	0
Col-0	M	15	7	1666795	120	0
Col-0	M	15	7	1666795	121	0
Col-0	M	15	7	1666795	122	0
Col-0	M	15	7	1666795	123	0
Col-0	M	15	7	1666795	124	0
Col-0	M	15	7	1666795	125	0
Col-0	M	15	7	1666795	126	0
Col-0	M	15	7	1666795	127	0
Col-0	M	15	7	1666795	128	0
Col-0	M	15	7	1666795	129	0
Col-0	M	15	7	1666795	130	0
Col-0	M	15	7	1666795	131	0
Col-0	M	15	7	1666795	132	0
Col-0	M	15	7	1666795	133	0
Col-0	M	15	7	1666795	134	0
Col-0	M	15	7	1666795	135	0
Col-0	M	15	7	1666795	136	0
Col-0	M	15	7	1666795	137	0
Col-0	M	15	7	1666795	138	0
Col-0	M	15	7	1666795	139	0
Col-0	M	15	7	1666795	140	0
Col-0	M	15	7	1666795	141	0
Col-0	M	15	7	1666795	142	0
Col-0	M	15	7	1666795	143	0
Col-0	M	15	7	1666795	144	0
Col-0	M	15	7	1666795	145	0
Col-0	M	15	7	1666795	146	0
Col-0	M	15	7	1666795	147	0
Col-0	M	15	7	1666795	148	0
Col-0	M	15	7	1666795	149	0
Col-0	M	15	7	1666795	150	0
Col-0	M	15	7	1666795	151	0
Col-0	M	15	7	1666795	152	0
Col-0	M	15	7	1666795	153	0
Col-0	M	15	7	1666795	154	0
Col-0	M	15	7	1666795	155	0
Col-0	M	15	7	1666795	156	0
Col-0	M	15	7	1666795	157	0
Col-0	M	15	7	1666795	158	0
Col-0	M	15	7	1666795	159	0
Col-0	M	15	7	1666795	160	0
Col-0	M	15	7	1666795	161	0
Col-0	M	15	7	1666795	162	0
Col-0	M	15	7	1666795	163	0
Col-0	M	15	7	1666795	164	0
Col-0	M	15	7	1666795	165	0
Col-0	M	15	7	1666795	166	0
Col-0	M	15	7	1666795	167	0
Col-0	M	15	7	1666795	168	0
Col-0	M	15	7	1666795	169	0
Col-0	M	15	7	1666795	170	0
Col-0	M	15	7	1666795	171	0
Col-0	M	15	7	1666795	172	0
Col-0	M	15	7	1666795	173	0
Col-0	M	15	7	1666795	174	0
Col-0	M	15	7	1666795	175	0
Col-0	M	15	7	1666795	176	0
Col-0	M	15	7	1666795	177	0
Col-0	M	15	7	1666795	178	0
Col-0	M	15	7	1666795	179	0
Col-0	M	17	7	1757168	0	0
Col-0	M	17	7	1757168	1	0
Col-0	M	17	7	1757168	2	0
Col-0	M	17	7	1757168	3	0
Col-0	M	17	7	1757168	4	0
Col-0	M	17	7	1757168	5	0
Col-0	M	17	7	1757168	6	0
Col-0	M	17	7	1757168	7	0
Col-0	M	17	7	1757168	8	0
Col-0	M	17	7	1757168	9	0
Col-0	M	17	7	1757168	10	0
Col-0	M	17	7	1757168	11	0
Col-0	M	17	7	1757168	12	0
Col-0	M	17	7	1757168	13	0
Col-0	M	17	7	1757168	14	0
Col-0	M	17	7	1757168	15	0
Col-0	M	17	7	1757168	16	0
Col-0	M	17	7	1757168	17	0
Col-0	M	17	7	1757168	18	0
Col-0	M	17	7	1757168	19	0
Col-0	M	17	7	1757168	20	3
Col-0	M	17	7	1757168	21	11
Col-0	M	17	7	1757168	22	110
Col-0	M	17	7	1757168	23	229
Col-0	M	17	7	1757168	24	245
Col-0	M	17	7	1757168	25	204
Col-0	M	17	7	1757168	26	849
Col-0	M	17	7	1757168	27	839
Col-0	M	17	7	1757168	28	894
Col-0	M	17	7	1757168	29	1045
Col-0	M	17	7	1757168	30	812
Col-0	M	17	7	1757168	31	965
Col-0	M	17	7	1757168	32	1106
Col-0	M	17	7	1757168	33	969
Col-0	M	17	7	1757168	34	1622
Col-0	M	17	7	1757168	35	2099
Col-0	M	17	7	1757168	36	1440
Col-0	M	17	7	1757168	37	403
Col-0	M	17	7	1757168	38	793
Col-0	M	17	7	1757168	39	811
Col-0	M	17	7	1757168	40	642
Col-0	M	17	7	1757168	41	1001
Col-0	M	17	7	1757168	42	4114
Col-0	M	17	7	1757168	43	7466
Col-0	M	17	7	1757168	44	11362
Col-0	M	17	7	1757168	45	20001
Col-0	M	17	7	1757168	46	33396
Col-0	M	17	7	1757168	47	48854
Col-0	M	17	7	1757168	48	65803
Col-0	M	17	7	1757168	49	111207
Col-0	M	17	7	1757168	50	164301
Col-0	M	17	7	1757168	51	206867
Col-0	M	17	7	1757168	52	223364
Col-0	M	17	7	1757168	53	231254
Col-0	M	17	7	1757168	54	130868
Col-0	M	17	7	1757168	55	165440
Col-0	M	17	7	1757168	56	103288
Col-0	M	17	7	1757168	57	60890
Col-0	M	17	7	1757168	58	46492
Col-0	M	17	7	1757168	59	30968
Col-0	M	17	7	1757168	60	12718
Col-0	M	17	7	1757168	61	19125
Col-0	M	17	7	1757168	62	10335
Col-0	M	17	7	1757168	63	8098
Col-0	M	17	7	1757168	64	7137
Col-0	M	17	7	1757168	65	5601
Col-0	M	17	7	1757168	66	3283
Col-0	M	17	7	1757168	67	1752
Col-0	M	17	7	1757168	68	2746
Col-0	M	17	7	1757168	69	1206
Col-0	M	17	7	1757168	70	369
Col-0	M	17	7	1757168	71	553
Col-0	M	17	7	1757168	72	96
Col-0	M	17	7	1757168	73	281
Col-0	M	17	7	1757168	74	76
Col-0	M	17	7	1757168	75	139
Col-0	M	17	7	1757168	76	85
Col-0	M	17	7	1757168	77	39
Col-0	M	17	7	1757168	78	54
Col-0	M	17	7	1757168	79	0
Col-0	M	17	7	1757168	80	83
Col-0	M	17	7	1757168	81	15
Col-0	M	17	7	1757168	82	45
Col-0	M	17	7	1757168	83	43
Col-0	M	17	7	1757168	84	57
Col-0	M	17	7	1757168	85	24
Col-0	M	17	7	1757168	86	7
Col-0	M	17	7	1757168	87	33
Col-0	M	17	7	1757168	88	26
Col-0	M	17	7	1757168	89	45
Col-0	M	17	7	1757168	90	20
Col-0	M	17	7	1757168	91	44
Col-0	M	17	7	1757168	92	5
Col-0	M	17	7	1757168	93	1
Col-0	M	17	7	1757168	94	0
Col-0	M	17	7	1757168	95	0
Col-0	M	17	7	1757168	96	0
Col-0	M	17	7	1757168	97	0
Col-0	M	17	7	1757168	98	0
Col-0	M	17	7	1757168	99	0
Col-0	M	17	7	1757168	100	0
Col-0	M	17	7	1757168	101	0
Col-0	M	17	7	1757168	102	0
Col-0	M	17	7	1757168	103	0
Col-0	M	17	7	1757168	104	0
Col-0	M	17	7	1757168	105	0
Col-0	M	17	7	1757168	106	0
Col-0	M	17	7	1757168	107	0
Col-0	M	17	7	1757168	108	0
Col-0	M	17	7	1757168	109	0
Col-0	M	17	7	1757168	110	0
Col-0	M	17	7	1757168	111	0
Col-0	M	17	7	1757168	112	0
Col-0	M	17	7	1757168	113	0
Col-0	M	17	7	1757168	114	0
Col-0	M	17	7	1757168	115	0
Col-0	M	17	7	1757168	116	0
Col-0	M	17	7	1757168	117	0
Col-0	M	17	7	1757168	118	0
Col-0	M	17	7	1757168	119	0
Col-0	M	17	7	1757168	120	0
Col-0	M	17	7	1757168	121	0
Col-0	M	17	7	1757168	122	0
Col-0	M	17	7	1757168	123	0
Col-0	M	17	7	1757168	124	0
Col-0	M	17	7	1757168	125	0
Col-0	M	17	7	1757168	126	0
Col-0	M	17	7	1757168	127	0
Col-0	M	17	7	1757168	128	0
Col-0	M	17	7	1757168	129	0
Col-0	M	17	7	1757168	130	0
Col-0	M	17	7	1757168	131	0
Col-0	M	17	7	1757168	132	0
Col-0	M	17	7	1757168	133	0
Col-0	M	17	7	1757168	134	0
Col-0	M	17	7	1757168	135	0
Col-0	M	17	7	1757168	136	0
Col-0	M	17	7	1757168	137	0
Col-0	M	17	7	1757168	138	0
Col-0	M	17	7	1757168	139	0
Col-0	M	17	7	1757168	140	0
Col-0	M	17	7	1757168	141	0
Col-0	M	17	7	1757168	142	0
Col-0	M	17	7	1757168	143	0
Col-0	M	17	7	1757168	144	0
Col-0	M	17	7	1757168	145	0
Col-0	M	17	7	1757168	146	0
Col-0	M	17	7	1757168	147	0
Col-0	M	17	7	1757168	148	0
Col-0	M	17	7	1757168	149	0
Col-0	M	17	7	1757168	150	0
Col-0	M	17	7	1757168	151	0
Col-0	M	17	7	1757168	152	0
Col-0	M	17	7	1757168	153	0
Col-0	M	17	7	1757168	154	0
Col-0	M	17	7	1757168	155	0
Col-0	M	17	7	1757168	156	0
Col-0	M	17	7	1757168	157	0
Col-0	M	17	7	1757168	158	0
Col-0	M	17	7	1757168	159	0
Col-0	M	17	7	1757168	160	0
Col-0	M	17	7	1757168	161	0
Col-0	M	17	7	1757168	162	0
Col-0	M	17	7	1757168	163	0
Col-0	M	17	7	1757168	164	0
Col-0	M	17	7	1757168	165	0
Col-0	M	17	7	1757168	166	0
Col-0	M	17	7	1757168	167	0
Col-0	M	17	7	1757168	168	0
Col-0	M	17	7	1757168	169	0
Col-0	M	17	7	1757168	170	0
Col-0	M	17	7	1757168	171	0
Col-0	M	17	7	1757168	172	0
Col-0	M	17	7	1757168	173	0
Col-0	M	17	7	1757168	174	0
Col-0	M	17	7	1757168	175	0
Col-0	M	17	7	1757168	176	0
Col-0	M	17	7	1757168	177	0
Col-0	M	17	7	1757168	178	0
Col-0	M	17	7	1757168	179	0
Col-0	M	-1	7	570604	0	0
Col-0	M	-1	7	570604	1	0
Col-0	M	-1	7	570604	2	0
Col-0	M	-1	7	570604	3	0
Col-0	M	-1	7	570604	4	0
Col-0	M	-1	7	570604	5	0
Col-0	M	-1	7	570604	6	0
Col-0	M	-1	7	570604	7	0
Col-0	M	-1	7	570604	8	0
Col-0	M	-1	7	570604	9	0
Col-0	M	-1	7	570604	10	0
Col-0	M	-1	7	570604	11	0
Col-0	M	-1	7	570604	12	0
Col-0	M	-1	7	570604	13	0
Col-0	M	-1	7	570604	14	0
Col-0	M	-1	7	570604	15	0
Col-0	M	-1	7	570604	16	0
Col-0	M	-1	7	570604	17	0
Col-0	M	-1	7	570604	18	0
Col-0	M	-1	7	570604	19	0
Col-0	M	-1	7	570604	20	0
Col-0	M	-1	7	570604	21	0
Col-0	M	-1	7	570604	22	0
Col-0	M	-1	7	570604	23	0
Col-0	M	-1	7	570604	24	0
Col-0	M	-1	7	570604	25	0
Col-0	M	-1	7	570604	26	0
Col-0	M	-1	7	570604	27	0
Col-0	M	-1	7	570604	28	0
Col-0	M	-1	7	570604	29	0
Col-0	M	-1	7	570604	30	0
Col-0	M	-1	7	570604	31	0
Col-0	M	-1	7	570604	32	0
Col-0	M	-1	7	570604	33	0
Col-0	M	-1	7	570604	34	0
Col-0	M	-1	7	570604	35	0
Col-0	M	-1	7	570604	36	0
Col-0	M	-1	7	570604	37	0
Col-0	M	-1	7	570604	38	0
Col-0	M	-1	7	570604	39	0
Col-0	M	-1	7	570604	40	0
Col-0	M	-1	7	570604	41	123
Col-0	M	-1	7	570604	42	773
Col-0	M	-1	7	570604	43	2143
Col-0	M	-1	7	570604	44	3744
Col-0	M	-1	7	570604	45	5384
Col-0	M	-1	7	570604	46	8593
Col-0	M	-1	7	570604	47	21330
Col-0	M	-1	7	570604	48	74581
Col-0	M	-1	7	570604	49	133650
Col-0	M	-1	7	570604	50	139731
Col-0	M	-1	7	570604	51	69418
Col-0	M	-1	7	570604	52	47093
Col-0	M	-1	7	570604	53	21978
Col-0	M	-1	7	570604	54	10812
Col-0	M	-1	7	570604	55	7846
Col-0	M	-1	7	570604	56	4560
Col-0	M	-1	7	570604	57	3000
Col-0	M	-1	7	570604	58	2338
Col-0	M	-1	7	570604	59	1691
Col-0	M	-1	7	570604	60	736
Col-0	M	-1	7	570604	61	1191
Col-0	M	-1	7	570604	62	725
Col-0	M	-1	7	570604	63	690
Col-0	M	-1	7	570604	64	687
Col-0	M	-1	7	570604	65	769
Col-0	M	-1	7	570604	66	493
Col-0	M	-1	7	570604	67	398
Col-0	M	-1	7	570604	68	540
Col-0	M	-1	7	570604	69	345
Col-0	M	-1	7	570604	70	351
Col-0	M	-1	7	570604	71	328
Col-0	M	-1	7	570604	72	340
Col-0	M	-1	7	570604	73	288
Col-0	M	-1	7	570604	74	293
Col-0	M	-1	7	570604	75	261
Col-0	M	-1	7	570604	76	321
Col-0	M	-1	7	570604	77	340
Col-0	M	-1	7	570604	78	250
Col-0	M	-1	7	570604	79	34
Col-0	M	-1	7	570604	80	354
Col-0	M	-1	7	570604	81	191
Col-0	M	-1	7	570604	82	142
Col-0	M	-1	7	570604	83	272
Col-0	M	-1	7	570604	84	263
Col-0	M	-1	7	570604	85	158
Col-0	M	-1	7	570604	86	93
Col-0	M	-1	7	570604	87	185
Col-0	M	-1	7	570604	88	207
Col-0	M	-1	7	570604	89	258
Col-0	M	-1	7	570604	90	115
Col-0	M	-1	7	570604	91	194
Col-0	M	-1	7	570604	92	3
Col-0	M	-1	7	570604	93	1
Col-0	M	-1	7	570604	94	0
Col-0	M	-1	7	570604	95	0
Col-0	M	-1	7	570604	96	0
Col-0	M	-1	7	570604	97	0
Col-0	M	-1	7	570604	98	0
Col-0	M	-1	7	570604	99	0
Col-0	M	-1	7	570604	100	0
Col-0	M	-1	7	570604	101	0
Col-0	M	-1	7	570604	102	0
Col-0	M	-1	7	570604	103	0
Col-0	M	-1	7	570604	104	0
Col-0	M	-1	7	570604	105	0
Col-0	M	-1	7	570604	106	0
Col-0	M	-1	7	570604	107	0
Col-0	M	-1	7	570604	108	0
Col-0	M	-1	7	570604	109	0
Col-0	M	-1	7	570604	110	0
Col-0	M	-1	7	570604	111	0
Col-0	M	-1	7	570604	112	0
Col-0	M	-1	7	570604	113	0
Col-0	M	-1	7	570604	114	0
Col-0	M	-1	7	570604	115	0
Col-0	M	-1	7	570604	116	0
Col-0	M	-1	7	570604	117	0
Col-0	M	-1	7	570604	118	0
Col-0	M	-1	7	570604	119	0
Col-0	M	-1	7	570604	120	0
Col-0	M	-1	7	570604	121	0
Col-0	M	-1	7	570604	122	0
Col-0	M	-1	7	570604	123	0
Col-0	M	-1	7	570604	124	0
Col-0	M	-1	7	570604	125	0
Col-0	M	-1	7	570604	126	0
Col-0	M	-1	7	570604	127	0
Col-0	M	-1	7	570604	128	0
Col-0	M	-1	7	570604	129	0
Col-0	M	-1	7	570604	130	0
Col-0	M	-1	7	570604	131	0
Col-0	M	-1	7	570604	132	0
Col-0	M	-1	7	570604	133	0
Col-0	M	-1	7	570604	134	0
Col-0	M	-1	7	570604	135	0
Col-0	M	-1	7	570604	136	0
Col-0	M	-1	7	570604	137	0
Col-0	M	-1	7	570604	138	0
Col-0	M	-1	7	570604	139	0
Col-0	M	-1	7	570604	140	0
Col-0	M	-1	7	570604	141	0
Col-0	M	-1	7	570604	142	0
Col-0	M	-1	7	570604	143	0
Col-0	M	-1	7	570604	144	0
Col-0	M	-1	7	570604	145	0
Col-0	M	-1	7	570604	146	0
Col-0	M	-1	7	570604	147	0
Col-0	M	-1	7	570604	148	0
Col-0	M	-1	7	570604	149	0
Col-0	M	-1	7	570604	150	0
Col-0	M	-1	7	570604	151	0
Col-0	M	-1	7	570604	152	0
Col-0	M	-1	7	570604	153	0
Col-0	M	-1	7	570604	154	0
Col-0	M	-1	7	570604	155	0
Col-0	M	-1	7	570604	156	0
Col-0	M	-1	7	570604	157	0
Col-0	M	-1	7	570604	158	0
Col-0	M	-1	7	570604	159	0
Col-0	M	-1	7	570604	160	0
Col-0	M	-1	7	570604	161	0
Col-0	M	-1	7	570604	162	0
Col-0	M	-1	7	570604	163	0
Col-0	M	-1	7	570604	164	0
Col-0	M	-1	7	570604	165	0
Col-0	M	-1	7	570604	166	0
Col-0	M	-1	7	570604	167	0
Col-0	M	-1	7	570604	168	0
Col-0	M	-1	7	570604	169	0
Col-0	M	-1	7	570604	170	0
Col-0	M	-1	7	570604	171	0
Col-0	M	-1	7	570604	172	0
Col-0	M	-1	7	570604	173	0
Col-0	M	-1	7	570604	174	0
Col-0	M	-1	7	570604	175	0
Col-0	M	-1	7	570604	176	0
Col-0	M	-1	7	570604	177	0
Col-0	M	-1	7	570604	178	0
Col-0	M	-1	7	570604	179	0
Col-0	M	1	7	621071	0	0
Col-0	M	1	7	621071	1	0
Col-0	M	1	7	621071	2	0
Col-0	M	1	7	621071	3	0
Col-0	M	1	7	621071	4	0
Col-0	M	1	7	621071	5	0
Col-0	M	1	7	621071	6	0
Col-0	M	1	7	621071	7	0
Col-0	M	1	7	621071	8	0
Col-0	M	1	7	621071	9	0
Col-0	M	1	7	621071	10	0
Col-0	M	1	7	621071	11	0
Col-0	M	1	7	621071	12	0
Col-0	M	1	7	621071	13	0
Col-0	M	1	7	621071	14	0
Col-0	M	1	7	621071	15	0
Col-0	M	1	7	621071	16	0
Col-0	M	1	7	621071	17	0
Col-0	M	1	7	621071	18	0
Col-0	M	1	7	621071	19	0
Col-0	M	1	7	621071	20	0
Col-0	M	1	7	621071	21	0
Col-0	M	1	7	621071	22	0
Col-0	M	1	7	621071	23	0
Col-0	M	1	7	621071	24	0
Col-0	M	1	7	621071	25	0
Col-0	M	1	7	621071	26	0
Col-0	M	1	7	621071	27	0
Col-0	M	1	7	621071	28	0
Col-0	M	1	7	621071	29	0
Col-0	M	1	7	621071	30	0
Col-0	M	1	7	621071	31	0
Col-0	M	1	7	621071	32	0
Col-0	M	1	7	621071	33	0
Col-0	M	1	7	621071	34	0
Col-0	M	1	7	621071	35	0
Col-0	M	1	7	621071	36	0
Col-0	M	1	7	621071	37	0
Col-0	M	1	7	621071	38	0
Col-0	M	1	7	621071	39	0
Col-0	M	1	7	621071	40	0
Col-0	M	1	7	621071	41	54
Col-0	M	1	7	621071	42	716
Col-0	M	1	7	621071	43	1337
Col-0	M	1	7	621071	44	2647
Col-0	M	1	7	621071	45	4873
Col-0	M	1	7	621071	46	9652
Col-0	M	1	7	621071	47	19374
Col-0	M	1	7	621071	48	56778
Col-0	M	1	7	621071	49	104856
Col-0	M	1	7	621071	50	115553
Col-0	M	1	7	621071	51	113370
Col-0	M	1	7	621071	52	83633
Col-0	M	1	7	621071	53	45052
Col-0	M	1	7	621071	54	21382
Col-0	M	1	7	621071	55	16068
Col-0	M	1	7	621071	56	7550
Col-0	M	1	7	621071	57	4096
Col-0	M	1	7	621071	58	3086
Col-0	M	1	7	621071	59	2018
Col-0	M	1	7	621071	60	859
Col-0	M	1	7	621071	61	1098
Col-0	M	1	7	621071	62	743
Col-0	M	1	7	621071	63	726
Col-0	M	1	7	621071	64	820
Col-0	M	1	7	621071	65	618
Col-0	M	1	7	621071	66	322
Col-0	M	1	7	621071	67	208
Col-0	M	1	7	621071	68	387
Col-0	M	1	7	621071	69	261
Col-0	M	1	7	621071	70	239
Col-0	M	1	7	621071	71	243
Col-0	M	1	7	621071	72	124
Col-0	M	1	7	621071	73	220
Col-0	M	1	7	621071	74	169
Col-0	M	1	7	621071	75	215
Col-0	M	1	7	621071	76	243
Col-0	M	1	7	621071	77	85
Col-0	M	1	7	621071	78	157
Col-0	M	1	7	621071	79	1
Col-0	M	1	7	621071	80	215
Col-0	M	1	7	621071	81	81
Col-0	M	1	7	621071	82	126
Col-0	M	1	7	621071	83	67
Col-0	M	1	7	621071	84	203
Col-0	M	1	7	621071	85	67
Col-0	M	1	7	621071	86	37
Col-0	M	1	7	621071	87	96
Col-0	M	1	7	621071	88	87
Col-0	M	1	7	621071	89	126
Col-0	M	1	7	621071	90	53
Col-0	M	1	7	621071	91	74
Col-0	M	1	7	621071	92	1
Col-0	M	1	7	621071	93	5
Col-0	M	1	7	621071	94	0
Col-0	M	1	7	621071	95	0
Col-0	M	1	7	621071	96	0
Col-0	M	1	7	621071	97	0
Col-0	M	1	7	621071	98	0
Col-0	M	1	7	621071	99	0
Col-0	M	1	7	621071	100	0
Col-0	M	1	7	621071	101	0
Col-0	M	1	7	621071	102	0
Col-0	M	1	7	621071	103	0
Col-0	M	1	7	621071	104	0
Col-0	M	1	7	621071	105	0
Col-0	M	1	7	621071	106	0
Col-0	M	1	7	621071	107	0
Col-0	M	1	7	621071	108	0
Col-0	M	1	7	621071	109	0
Col-0	M	1	7	621071	110	0
Col-0	M	1	7	621071	111	0
Col-0	M	1	7	621071	112	0
Col-0	M	1	7	621071	113	0
Col-0	M	1	7	621071	114	0
Col-0	M	1	7	621071	115	0
Col-0	M	1	7	621071	116	0
Col-0	M	1	7	621071	117	0
Col-0	M	1	7	621071	118	0
Col-0	M	1	7	621071	119	0
Col-0	M	1	7	621071	120	0
Col-0	M	1	7	621071	121	0
Col-0	M	1	7	621071	122	0
Col-0	M	1	7	621071	123	0
Col-0	M	1	7	621071	124	0
Col-0	M	1	7	621071	125	0
Col-0	M	1	7	621071	126	0
Col-0	M	1	7	621071	127	0
Col-0	M	1	7	621071	128	0
Col-0	M	1	7	621071	129	0
Col-0	M	1	7	621071	130	0
Col-0	M	1	7	621071	131	0
Col-0	M	1	7	621071	132	0
Col-0	M	1	7	621071	133	0
Col-0	M	1	7	621071	134	0
Col-0	M	1	7	621071	135	0
Col-0	M	1	7	621071	136	0
Col-0	M	1	7	621071	137	0
Col-0	M	1	7	621071	138	0
Col-0	M	1	7	621071	139	0
Col-0	M	1	7	621071	140	0
Col-0	M	1	7	621071	141	0
Col-0	M	1	7	621071	142	0
Col-0	M	1	7	621071	143	0
Col-0	M	1	7	621071	144	0
Col-0	M	1	7	621071	145	0
Col-0	M	1	7	621071	146	0
Col-0	M	1	7	621071	147	0
Col-0	M	1	7	621071	148	0
Col-0	M	1	7	621071	149	0
Col-0	M	1	7	621071	150	0
Col-0	M	1	7	621071	151	0
Col-0	M	1	7	621071	152	0
Col-0	M	1	7	621071	153	0
Col-0	M	1	7	621071	154	0
Col-0	M	1	7	621071	155	0
Col-0	M	1	7	621071	156	0
Col-0	M	1	7	621071	157	0
Col-0	M	1	7	621071	158	0
Col-0	M	1	7	621071	159	0
Col-0	M	1	7	621071	160	0
Col-0	M	1	7	621071	161	0
Col-0	M	1	7	621071	162	0
Col-0	M	1	7	621071	163	0
Col-0	M	1	7	621071	164	0
Col-0	M	1	7	621071	165	0
Col-0	M	1	7	621071	166	0
Col-0	M	1	7	621071	167	0
Col-0	M	1	7	621071	168	0
Col-0	M	1	7	621071	169	0
Col-0	M	1	7	621071	170	0
Col-0	M	1	7	621071	171	0
Col-0	M	1	7	621071	172	0
Col-0	M	1	7	621071	173	0
Col-0	M	1	7	621071	174	0
Col-0	M	1	7	621071	175	0
Col-0	M	1	7	621071	176	0
Col-0	M	1	7	621071	177	0
Col-0	M	1	7	621071	178	0
Col-0	M	1	7	621071	179	0
Col-0	M	3	7	738822	0	0
Col-0	M	3	7	738822	1	0
Col-0	M	3	7	738822	2	0
Col-0	M	3	7	738822	3	0
Col-0	M	3	7	738822	4	0
Col-0	M	3	7	738822	5	0
Col-0	M	3	7	738822	6	0
Col-0	M	3	7	738822	7	0
Col-0	M	3	7	738822	8	0
Col-0	M	3	7	738822	9	0
Col-0	M	3	7	738822	10	0
Col-0	M	3	7	738822	11	0
Col-0	M	3	7	738822	12	0
Col-0	M	3	7	738822	13	0
Col-0	M	3	7	738822	14	0
Col-0	M	3	7	738822	15	0
Col-0	M	3	7	738822	16	0
Col-0	M	3	7	738822	17	0
Col-0	M	3	7	738822	18	0
Col-0	M	3	7	738822	19	0
Col-0	M	3	7	738822	20	0
Col-0	M	3	7	738822	21	0
Col-0	M	3	7	738822	22	0
Col-0	M	3	7	738822	23	0
