genotype	treatment	timepoint	replicate	total	hue	count
dcl234	wt	7	2	1495593	53	123171
dcl234	wt	7	2	1495593	54	79980
dcl234	wt	7	2	1495593	55	48648
dcl234	wt	7	2	1495593	56	22627
dcl234	wt	7	2	1495593	57	11438
dcl234	wt	7	2	1495593	58	6475
dcl234	wt	7	2	1495593	59	3567
dcl234	wt	7	2	1495593	60	1414
dcl234	wt	7	2	1495593	61	1756
dcl234	wt	7	2	1495593	62	1116
dcl234	wt	7	2	1495593	63	850
dcl234	wt	7	2	1495593	64	900
dcl234	wt	7	2	1495593	65	824
dcl234	wt	7	2	1495593	66	542
dcl234	wt	7	2	1495593	67	477
dcl234	wt	7	2	1495593	68	672
dcl234	wt	7	2	1495593	69	502
dcl234	wt	7	2	1495593	70	367
dcl234	wt	7	2	1495593	71	445
dcl234	wt	7	2	1495593	72	384
dcl234	wt	7	2	1495593	73	420
dcl234	wt	7	2	1495593	74	331
dcl234	wt	7	2	1495593	75	429
dcl234	wt	7	2	1495593	76	407
dcl234	wt	7	2	1495593	77	379
dcl234	wt	7	2	1495593	78	337
dcl234	wt	7	2	1495593	79	33
dcl234	wt	7	2	1495593	80	452
dcl234	wt	7	2	1495593	81	213
dcl234	wt	7	2	1495593	82	254
dcl234	wt	7	2	1495593	83	360
dcl234	wt	7	2	1495593	84	348
dcl234	wt	7	2	1495593	85	228
dcl234	wt	7	2	1495593	86	117
dcl234	wt	7	2	1495593	87	241
dcl234	wt	7	2	1495593	88	243
dcl234	wt	7	2	1495593	89	305
dcl234	wt	7	2	1495593	90	177
dcl234	wt	7	2	1495593	91	256
dcl234	wt	7	2	1495593	92	11
dcl234	wt	7	2	1495593	93	1
dcl234	wt	7	2	1495593	94	0
dcl234	wt	7	2	1495593	95	3
dcl234	wt	7	2	1495593	96	4
dcl234	wt	7	2	1495593	97	0
dcl234	wt	7	2	1495593	98	0
dcl234	wt	7	2	1495593	99	0
dcl234	wt	7	2	1495593	100	0
dcl234	wt	7	2	1495593	101	2
dcl234	wt	7	2	1495593	102	0
dcl234	wt	7	2	1495593	103	3
dcl234	wt	7	2	1495593	104	0
dcl234	wt	7	2	1495593	105	0
dcl234	wt	7	2	1495593	106	1
dcl234	wt	7	2	1495593	107	0
dcl234	wt	7	2	1495593	108	0
dcl234	wt	7	2	1495593	109	2
dcl234	wt	7	2	1495593	110	0
dcl234	wt	7	2	1495593	111	0
dcl234	wt	7	2	1495593	112	1
dcl234	wt	7	2	1495593	113	0
dcl234	wt	7	2	1495593	114	2
dcl234	wt	7	2	1495593	115	1
dcl234	wt	7	2	1495593	116	1
dcl234	wt	7	2	1495593	117	0
dcl234	wt	7	2	1495593	118	0
dcl234	wt	7	2	1495593	119	0
dcl234	wt	7	2	1495593	120	4
dcl234	wt	7	2	1495593	121	0
dcl234	wt	7	2	1495593	122	1
dcl234	wt	7	2	1495593	123	0
dcl234	wt	7	2	1495593	124	0
dcl234	wt	7	2	1495593	125	0
dcl234	wt	7	2	1495593	126	0
dcl234	wt	7	2	1495593	127	0
dcl234	wt	7	2	1495593	128	1
dcl234	wt	7	2	1495593	129	0
dcl234	wt	7	2	1495593	130	0
dcl234	wt	7	2	1495593	131	0
dcl234	wt	7	2	1495593	132	0
dcl234	wt	7	2	1495593	133	0
dcl234	wt	7	2	1495593	134	0
dcl234	wt	7	2	1495593	135	0
dcl234	wt	7	2	1495593	136	0
dcl234	wt	7	2	1495593	137	0
dcl234	wt	7	2	1495593	138	0
dcl234	wt	7	2	1495593	139	0
dcl234	wt	7	2	1495593	140	1
dcl234	wt	7	2	1495593	141	0
dcl234	wt	7	2	1495593	142	0
dcl234	wt	7	2	1495593	143	0
dcl234	wt	7	2	1495593	144	0
dcl234	wt	7	2	1495593	145	1
dcl234	wt	7	2	1495593	146	1
dcl234	wt	7	2	1495593	147	0
dcl234	wt	7	2	1495593	148	0
dcl234	wt	7	2	1495593	149	0
dcl234	wt	7	2	1495593	150	2
dcl234	wt	7	2	1495593	151	0
dcl234	wt	7	2	1495593	152	0
dcl234	wt	7	2	1495593	153	0
dcl234	wt	7	2	1495593	154	0
dcl234	wt	7	2	1495593	155	0
dcl234	wt	7	2	1495593	156	0
dcl234	wt	7	2	1495593	157	0
dcl234	wt	7	2	1495593	158	0
dcl234	wt	7	2	1495593	159	0
dcl234	wt	7	2	1495593	160	0
dcl234	wt	7	2	1495593	161	0
dcl234	wt	7	2	1495593	162	0
dcl234	wt	7	2	1495593	163	0
dcl234	wt	7	2	1495593	164	1
dcl234	wt	7	2	1495593	165	4
dcl234	wt	7	2	1495593	166	0
dcl234	wt	7	2	1495593	167	0
dcl234	wt	7	2	1495593	168	0
dcl234	wt	7	2	1495593	169	0
dcl234	wt	7	2	1495593	170	1
dcl234	wt	7	2	1495593	171	0
dcl234	wt	7	2	1495593	172	0
dcl234	wt	7	2	1495593	173	0
dcl234	wt	7	2	1495593	174	0
dcl234	wt	7	2	1495593	175	0
dcl234	wt	7	2	1495593	176	0
dcl234	wt	7	2	1495593	177	0
dcl234	wt	7	2	1495593	178	1
dcl234	wt	7	2	1495593	179	0
dcl234	wt	9	2	1471558	0	10
dcl234	wt	9	2	1471558	1	0
dcl234	wt	9	2	1471558	2	3
dcl234	wt	9	2	1471558	3	3
dcl234	wt	9	2	1471558	4	0
dcl234	wt	9	2	1471558	5	14
dcl234	wt	9	2	1471558	6	5
dcl234	wt	9	2	1471558	7	1
dcl234	wt	9	2	1471558	8	33
dcl234	wt	9	2	1471558	9	23
dcl234	wt	9	2	1471558	10	19
dcl234	wt	9	2	1471558	11	99
dcl234	wt	9	2	1471558	12	104
dcl234	wt	9	2	1471558	13	358
dcl234	wt	9	2	1471558	14	397
dcl234	wt	9	2	1471558	15	959
dcl234	wt	9	2	1471558	16	1246
dcl234	wt	9	2	1471558	17	1753
dcl234	wt	9	2	1471558	18	1941
dcl234	wt	9	2	1471558	19	2714
dcl234	wt	9	2	1471558	20	3241
dcl234	wt	9	2	1471558	21	3934
dcl234	wt	9	2	1471558	22	5559
dcl234	wt	9	2	1471558	23	5463
dcl234	wt	9	2	1471558	24	6488
dcl234	wt	9	2	1471558	25	4575
dcl234	wt	9	2	1471558	26	6850
dcl234	wt	9	2	1471558	27	5434
dcl234	wt	9	2	1471558	28	5481
dcl234	wt	9	2	1471558	29	5020
dcl234	wt	9	2	1471558	30	4608
dcl234	wt	9	2	1471558	31	3985
dcl234	wt	9	2	1471558	32	4622
dcl234	wt	9	2	1471558	33	4894
dcl234	wt	9	2	1471558	34	5006
dcl234	wt	9	2	1471558	35	8359
dcl234	wt	9	2	1471558	36	6710
dcl234	wt	9	2	1471558	37	6515
dcl234	wt	9	2	1471558	38	4055
dcl234	wt	9	2	1471558	39	4388
dcl234	wt	9	2	1471558	40	3492
dcl234	wt	9	2	1471558	41	4182
dcl234	wt	9	2	1471558	42	12213
dcl234	wt	9	2	1471558	43	28547
dcl234	wt	9	2	1471558	44	37454
dcl234	wt	9	2	1471558	45	56289
dcl234	wt	9	2	1471558	46	81363
dcl234	wt	9	2	1471558	47	115687
dcl234	wt	9	2	1471558	48	151084
dcl234	wt	9	2	1471558	49	167187
dcl234	wt	9	2	1471558	50	157247
dcl234	wt	9	2	1471558	51	149674
dcl234	wt	9	2	1471558	52	149749
dcl234	wt	9	2	1471558	53	98777
dcl234	wt	9	2	1471558	54	54468
dcl234	wt	9	2	1471558	55	36852
dcl234	wt	9	2	1471558	56	18529
dcl234	wt	9	2	1471558	57	10316
dcl234	wt	9	2	1471558	58	6227
dcl234	wt	9	2	1471558	59	3297
dcl234	wt	9	2	1471558	60	1327
dcl234	wt	9	2	1471558	61	1560
dcl234	wt	9	2	1471558	62	972
dcl234	wt	9	2	1471558	63	773
dcl234	wt	9	2	1471558	64	751
dcl234	wt	9	2	1471558	65	732
dcl234	wt	9	2	1471558	66	470
dcl234	wt	9	2	1471558	67	388
dcl234	wt	9	2	1471558	68	552
dcl234	wt	9	2	1471558	69	396
dcl234	wt	9	2	1471558	70	314
dcl234	wt	9	2	1471558	71	394
dcl234	wt	9	2	1471558	72	341
dcl234	wt	9	2	1471558	73	411
dcl234	wt	9	2	1471558	74	302
dcl234	wt	9	2	1471558	75	358
dcl234	wt	9	2	1471558	76	358
dcl234	wt	9	2	1471558	77	351
dcl234	wt	9	2	1471558	78	311
dcl234	wt	9	2	1471558	79	21
dcl234	wt	9	2	1471558	80	409
dcl234	wt	9	2	1471558	81	185
dcl234	wt	9	2	1471558	82	198
dcl234	wt	9	2	1471558	83	314
dcl234	wt	9	2	1471558	84	349
dcl234	wt	9	2	1471558	85	199
dcl234	wt	9	2	1471558	86	125
dcl234	wt	9	2	1471558	87	201
dcl234	wt	9	2	1471558	88	214
dcl234	wt	9	2	1471558	89	311
dcl234	wt	9	2	1471558	90	139
dcl234	wt	9	2	1471558	91	231
dcl234	wt	9	2	1471558	92	23
dcl234	wt	9	2	1471558	93	4
dcl234	wt	9	2	1471558	94	0
dcl234	wt	9	2	1471558	95	4
dcl234	wt	9	2	1471558	96	2
dcl234	wt	9	2	1471558	97	0
dcl234	wt	9	2	1471558	98	1
dcl234	wt	9	2	1471558	99	0
dcl234	wt	9	2	1471558	100	0
dcl234	wt	9	2	1471558	101	2
dcl234	wt	9	2	1471558	102	0
dcl234	wt	9	2	1471558	103	0
dcl234	wt	9	2	1471558	104	0
dcl234	wt	9	2	1471558	105	0
dcl234	wt	9	2	1471558	106	0
dcl234	wt	9	2	1471558	107	0
dcl234	wt	9	2	1471558	108	0
dcl234	wt	9	2	1471558	109	0
dcl234	wt	9	2	1471558	110	0
dcl234	wt	9	2	1471558	111	1
dcl234	wt	9	2	1471558	112	4
dcl234	wt	9	2	1471558	113	1
dcl234	wt	9	2	1471558	114	2
dcl234	wt	9	2	1471558	115	1
dcl234	wt	9	2	1471558	116	3
dcl234	wt	9	2	1471558	117	0
dcl234	wt	9	2	1471558	118	1
dcl234	wt	9	2	1471558	119	0
dcl234	wt	9	2	1471558	120	5
dcl234	wt	9	2	1471558	121	0
dcl234	wt	9	2	1471558	122	7
dcl234	wt	9	2	1471558	123	1
dcl234	wt	9	2	1471558	124	2
dcl234	wt	9	2	1471558	125	5
dcl234	wt	9	2	1471558	126	0
dcl234	wt	9	2	1471558	127	0
dcl234	wt	9	2	1471558	128	4
dcl234	wt	9	2	1471558	129	0
dcl234	wt	9	2	1471558	130	0
dcl234	wt	9	2	1471558	131	0
dcl234	wt	9	2	1471558	132	1
dcl234	wt	9	2	1471558	133	2
dcl234	wt	9	2	1471558	134	0
dcl234	wt	9	2	1471558	135	0
dcl234	wt	9	2	1471558	136	0
dcl234	wt	9	2	1471558	137	0
dcl234	wt	9	2	1471558	138	1
dcl234	wt	9	2	1471558	139	0
dcl234	wt	9	2	1471558	140	0
dcl234	wt	9	2	1471558	141	1
dcl234	wt	9	2	1471558	142	0
dcl234	wt	9	2	1471558	143	0
dcl234	wt	9	2	1471558	144	0
dcl234	wt	9	2	1471558	145	2
dcl234	wt	9	2	1471558	146	0
dcl234	wt	9	2	1471558	147	0
dcl234	wt	9	2	1471558	148	0
dcl234	wt	9	2	1471558	149	0
dcl234	wt	9	2	1471558	150	0
dcl234	wt	9	2	1471558	151	0
dcl234	wt	9	2	1471558	152	0
dcl234	wt	9	2	1471558	153	0
dcl234	wt	9	2	1471558	154	0
dcl234	wt	9	2	1471558	155	0
dcl234	wt	9	2	1471558	156	1
dcl234	wt	9	2	1471558	157	0
dcl234	wt	9	2	1471558	158	1
dcl234	wt	9	2	1471558	159	0
dcl234	wt	9	2	1471558	160	0
dcl234	wt	9	2	1471558	161	0
dcl234	wt	9	2	1471558	162	0
dcl234	wt	9	2	1471558	163	0
dcl234	wt	9	2	1471558	164	0
dcl234	wt	9	2	1471558	165	1
dcl234	wt	9	2	1471558	166	0
dcl234	wt	9	2	1471558	167	0
dcl234	wt	9	2	1471558	168	0
dcl234	wt	9	2	1471558	169	2
dcl234	wt	9	2	1471558	170	0
dcl234	wt	9	2	1471558	171	0
dcl234	wt	9	2	1471558	172	0
dcl234	wt	9	2	1471558	173	3
dcl234	wt	9	2	1471558	174	0
dcl234	wt	9	2	1471558	175	3
dcl234	wt	9	2	1471558	176	0
dcl234	wt	9	2	1471558	177	7
dcl234	wt	9	2	1471558	178	0
dcl234	wt	9	2	1471558	179	0
dcl234	wt	11	3	1250364	0	164
dcl234	wt	11	3	1250364	1	275
dcl234	wt	11	3	1250364	2	148
dcl234	wt	11	3	1250364	3	108
dcl234	wt	11	3	1250364	4	229
dcl234	wt	11	3	1250364	5	256
dcl234	wt	11	3	1250364	6	175
dcl234	wt	11	3	1250364	7	114
dcl234	wt	11	3	1250364	8	310
dcl234	wt	11	3	1250364	9	223
dcl234	wt	11	3	1250364	10	278
dcl234	wt	11	3	1250364	11	556
dcl234	wt	11	3	1250364	12	376
dcl234	wt	11	3	1250364	13	769
dcl234	wt	11	3	1250364	14	993
dcl234	wt	11	3	1250364	15	2512
dcl234	wt	11	3	1250364	16	3388
dcl234	wt	11	3	1250364	17	4167
dcl234	wt	11	3	1250364	18	4866
dcl234	wt	11	3	1250364	19	6096
dcl234	wt	11	3	1250364	20	7308
dcl234	wt	11	3	1250364	21	6364
dcl234	wt	11	3	1250364	22	9570
dcl234	wt	11	3	1250364	23	8018
dcl234	wt	11	3	1250364	24	8016
dcl234	wt	11	3	1250364	25	6421
dcl234	wt	11	3	1250364	26	9521
dcl234	wt	11	3	1250364	27	9531
dcl234	wt	11	3	1250364	28	11025
dcl234	wt	11	3	1250364	29	13215
dcl234	wt	11	3	1250364	30	12175
dcl234	wt	11	3	1250364	31	12570
dcl234	wt	11	3	1250364	32	15074
dcl234	wt	11	3	1250364	33	18560
dcl234	wt	11	3	1250364	34	18873
dcl234	wt	11	3	1250364	35	30605
dcl234	wt	11	3	1250364	36	22994
dcl234	wt	11	3	1250364	37	22811
dcl234	wt	11	3	1250364	38	12615
dcl234	wt	11	3	1250364	39	9802
dcl234	wt	11	3	1250364	40	6135
dcl234	wt	11	3	1250364	41	10161
dcl234	wt	11	3	1250364	42	37998
dcl234	wt	11	3	1250364	43	62926
dcl234	wt	11	3	1250364	44	62714
dcl234	wt	11	3	1250364	45	77967
dcl234	wt	11	3	1250364	46	81576
dcl234	wt	11	3	1250364	47	84851
dcl234	wt	11	3	1250364	48	87023
dcl234	wt	11	3	1250364	49	86308
dcl234	wt	11	3	1250364	50	69550
dcl234	wt	11	3	1250364	51	70737
dcl234	wt	11	3	1250364	52	66932
dcl234	wt	11	3	1250364	53	51678
dcl234	wt	11	3	1250364	54	32568
dcl234	wt	11	3	1250364	55	26928
dcl234	wt	11	3	1250364	56	15369
dcl234	wt	11	3	1250364	57	8436
dcl234	wt	11	3	1250364	58	5107
dcl234	wt	11	3	1250364	59	2748
dcl234	wt	11	3	1250364	60	1081
dcl234	wt	11	3	1250364	61	1087
dcl234	wt	11	3	1250364	62	706
dcl234	wt	11	3	1250364	63	629
dcl234	wt	11	3	1250364	64	670
dcl234	wt	11	3	1250364	65	590
dcl234	wt	11	3	1250364	66	440
dcl234	wt	11	3	1250364	67	300
dcl234	wt	11	3	1250364	68	444
dcl234	wt	11	3	1250364	69	307
dcl234	wt	11	3	1250364	70	268
dcl234	wt	11	3	1250364	71	299
dcl234	wt	11	3	1250364	72	223
dcl234	wt	11	3	1250364	73	294
dcl234	wt	11	3	1250364	74	248
dcl234	wt	11	3	1250364	75	279
dcl234	wt	11	3	1250364	76	252
dcl234	wt	11	3	1250364	77	215
dcl234	wt	11	3	1250364	78	258
dcl234	wt	11	3	1250364	79	12
dcl234	wt	11	3	1250364	80	355
dcl234	wt	11	3	1250364	81	108
dcl234	wt	11	3	1250364	82	205
dcl234	wt	11	3	1250364	83	170
dcl234	wt	11	3	1250364	84	278
dcl234	wt	11	3	1250364	85	162
dcl234	wt	11	3	1250364	86	83
dcl234	wt	11	3	1250364	87	201
dcl234	wt	11	3	1250364	88	161
dcl234	wt	11	3	1250364	89	195
dcl234	wt	11	3	1250364	90	118
dcl234	wt	11	3	1250364	91	163
dcl234	wt	11	3	1250364	92	31
dcl234	wt	11	3	1250364	93	3
dcl234	wt	11	3	1250364	94	0
dcl234	wt	11	3	1250364	95	11
dcl234	wt	11	3	1250364	96	7
dcl234	wt	11	3	1250364	97	0
dcl234	wt	11	3	1250364	98	1
dcl234	wt	11	3	1250364	99	0
dcl234	wt	11	3	1250364	100	0
dcl234	wt	11	3	1250364	101	2
dcl234	wt	11	3	1250364	102	0
dcl234	wt	11	3	1250364	103	5
dcl234	wt	11	3	1250364	104	0
dcl234	wt	11	3	1250364	105	0
dcl234	wt	11	3	1250364	106	4
dcl234	wt	11	3	1250364	107	0
dcl234	wt	11	3	1250364	108	0
dcl234	wt	11	3	1250364	109	2
dcl234	wt	11	3	1250364	110	3
dcl234	wt	11	3	1250364	111	6
dcl234	wt	11	3	1250364	112	3
dcl234	wt	11	3	1250364	113	4
dcl234	wt	11	3	1250364	114	2
dcl234	wt	11	3	1250364	115	2
dcl234	wt	11	3	1250364	116	14
dcl234	wt	11	3	1250364	117	0
dcl234	wt	11	3	1250364	118	3
dcl234	wt	11	3	1250364	119	1
dcl234	wt	11	3	1250364	120	22
dcl234	wt	11	3	1250364	121	0
dcl234	wt	11	3	1250364	122	17
dcl234	wt	11	3	1250364	123	6
dcl234	wt	11	3	1250364	124	13
dcl234	wt	11	3	1250364	125	16
dcl234	wt	11	3	1250364	126	4
dcl234	wt	11	3	1250364	127	5
dcl234	wt	11	3	1250364	128	6
dcl234	wt	11	3	1250364	129	5
dcl234	wt	11	3	1250364	130	9
dcl234	wt	11	3	1250364	131	1
dcl234	wt	11	3	1250364	132	7
dcl234	wt	11	3	1250364	133	12
dcl234	wt	11	3	1250364	134	3
dcl234	wt	11	3	1250364	135	3
dcl234	wt	11	3	1250364	136	2
dcl234	wt	11	3	1250364	137	0
dcl234	wt	11	3	1250364	138	6
dcl234	wt	11	3	1250364	139	0
dcl234	wt	11	3	1250364	140	3
dcl234	wt	11	3	1250364	141	4
dcl234	wt	11	3	1250364	142	1
dcl234	wt	11	3	1250364	143	0
dcl234	wt	11	3	1250364	144	2
dcl234	wt	11	3	1250364	145	5
dcl234	wt	11	3	1250364	146	7
dcl234	wt	11	3	1250364	147	0
dcl234	wt	11	3	1250364	148	1
dcl234	wt	11	3	1250364	149	0
dcl234	wt	11	3	1250364	150	1
dcl234	wt	11	3	1250364	151	0
dcl234	wt	11	3	1250364	152	2
dcl234	wt	11	3	1250364	153	0
dcl234	wt	11	3	1250364	154	0
dcl234	wt	11	3	1250364	155	0
dcl234	wt	11	3	1250364	156	8
dcl234	wt	11	3	1250364	157	0
dcl234	wt	11	3	1250364	158	2
dcl234	wt	11	3	1250364	159	0
dcl234	wt	11	3	1250364	160	1
dcl234	wt	11	3	1250364	161	0
dcl234	wt	11	3	1250364	162	0
dcl234	wt	11	3	1250364	163	3
dcl234	wt	11	3	1250364	164	3
dcl234	wt	11	3	1250364	165	7
dcl234	wt	11	3	1250364	166	1
dcl234	wt	11	3	1250364	167	1
dcl234	wt	11	3	1250364	168	0
dcl234	wt	11	3	1250364	169	2
dcl234	wt	11	3	1250364	170	11
dcl234	wt	11	3	1250364	171	1
dcl234	wt	11	3	1250364	172	8
dcl234	wt	11	3	1250364	173	7
dcl234	wt	11	3	1250364	174	27
dcl234	wt	11	3	1250364	175	36
dcl234	wt	11	3	1250364	176	63
dcl234	wt	11	3	1250364	177	138
dcl234	wt	11	3	1250364	178	72
dcl234	wt	11	3	1250364	179	122
dcl234	wt	13	3	1221808	0	287
dcl234	wt	13	3	1221808	1	238
dcl234	wt	13	3	1221808	2	162
dcl234	wt	13	3	1221808	3	125
dcl234	wt	13	3	1221808	4	277
dcl234	wt	13	3	1221808	5	340
dcl234	wt	13	3	1221808	6	325
dcl234	wt	13	3	1221808	7	246
dcl234	wt	13	3	1221808	8	496
dcl234	wt	13	3	1221808	9	463
dcl234	wt	13	3	1221808	10	636
dcl234	wt	13	3	1221808	11	1060
dcl234	wt	13	3	1221808	12	1096
dcl234	wt	13	3	1221808	13	2711
dcl234	wt	13	3	1221808	14	3770
dcl234	wt	13	3	1221808	15	6092
dcl234	wt	13	3	1221808	16	6457
dcl234	wt	13	3	1221808	17	7655
dcl234	wt	13	3	1221808	18	8819
dcl234	wt	13	3	1221808	19	12576
dcl234	wt	13	3	1221808	20	14143
dcl234	wt	13	3	1221808	21	14190
dcl234	wt	13	3	1221808	22	19321
dcl234	wt	13	3	1221808	23	19445
dcl234	wt	13	3	1221808	24	21424
dcl234	wt	13	3	1221808	25	21118
dcl234	wt	13	3	1221808	26	27821
dcl234	wt	13	3	1221808	27	28553
dcl234	wt	13	3	1221808	28	32828
dcl234	wt	13	3	1221808	29	30097
dcl234	wt	13	3	1221808	30	28890
dcl234	wt	13	3	1221808	31	29378
dcl234	wt	13	3	1221808	32	31801
dcl234	wt	13	3	1221808	33	38243
dcl234	wt	13	3	1221808	34	33320
dcl234	wt	13	3	1221808	35	46202
dcl234	wt	13	3	1221808	36	28633
dcl234	wt	13	3	1221808	37	21539
dcl234	wt	13	3	1221808	38	10756
dcl234	wt	13	3	1221808	39	8418
dcl234	wt	13	3	1221808	40	5380
dcl234	wt	13	3	1221808	41	10558
dcl234	wt	13	3	1221808	42	31261
dcl234	wt	13	3	1221808	43	46532
dcl234	wt	13	3	1221808	44	41861
dcl234	wt	13	3	1221808	45	55159
dcl234	wt	13	3	1221808	46	54843
dcl234	wt	13	3	1221808	47	60850
dcl234	wt	13	3	1221808	48	61556
dcl234	wt	13	3	1221808	49	61556
dcl234	wt	13	3	1221808	50	46981
dcl234	wt	13	3	1221808	51	46957
dcl234	wt	13	3	1221808	52	39661
dcl234	wt	13	3	1221808	53	31236
dcl234	wt	13	3	1221808	54	19523
dcl234	wt	13	3	1221808	55	17543
dcl234	wt	13	3	1221808	56	9979
dcl234	wt	13	3	1221808	57	5454
dcl234	wt	13	3	1221808	58	3633
dcl234	wt	13	3	1221808	59	1927
dcl234	wt	13	3	1221808	60	737
dcl234	wt	13	3	1221808	61	854
dcl234	wt	13	3	1221808	62	475
dcl234	wt	13	3	1221808	63	469
dcl234	wt	13	3	1221808	64	489
dcl234	wt	13	3	1221808	65	400
dcl234	wt	13	3	1221808	66	317
dcl234	wt	13	3	1221808	67	228
dcl234	wt	13	3	1221808	68	310
dcl234	wt	13	3	1221808	69	264
dcl234	wt	13	3	1221808	70	180
dcl234	wt	13	3	1221808	71	224
dcl234	wt	13	3	1221808	72	145
dcl234	wt	13	3	1221808	73	225
dcl234	wt	13	3	1221808	74	206
dcl234	wt	13	3	1221808	75	225
dcl234	wt	13	3	1221808	76	166
dcl234	wt	13	3	1221808	77	178
dcl234	wt	13	3	1221808	78	144
dcl234	wt	13	3	1221808	79	19
dcl234	wt	13	3	1221808	80	277
dcl234	wt	13	3	1221808	81	80
dcl234	wt	13	3	1221808	82	143
dcl234	wt	13	3	1221808	83	122
dcl234	wt	13	3	1221808	84	208
dcl234	wt	13	3	1221808	85	108
dcl234	wt	13	3	1221808	86	55
dcl234	wt	13	3	1221808	87	138
dcl234	wt	13	3	1221808	88	103
dcl234	wt	13	3	1221808	89	128
dcl234	wt	13	3	1221808	90	89
dcl234	wt	13	3	1221808	91	124
dcl234	wt	13	3	1221808	92	20
dcl234	wt	13	3	1221808	93	2
dcl234	wt	13	3	1221808	94	0
dcl234	wt	13	3	1221808	95	10
dcl234	wt	13	3	1221808	96	18
dcl234	wt	13	3	1221808	97	0
dcl234	wt	13	3	1221808	98	9
dcl234	wt	13	3	1221808	99	0
dcl234	wt	13	3	1221808	100	0
dcl234	wt	13	3	1221808	101	6
dcl234	wt	13	3	1221808	102	0
dcl234	wt	13	3	1221808	103	19
dcl234	wt	13	3	1221808	104	0
dcl234	wt	13	3	1221808	105	0
dcl234	wt	13	3	1221808	106	7
dcl234	wt	13	3	1221808	107	0
dcl234	wt	13	3	1221808	108	0
dcl234	wt	13	3	1221808	109	6
dcl234	wt	13	3	1221808	110	6
dcl234	wt	13	3	1221808	111	20
dcl234	wt	13	3	1221808	112	1
dcl234	wt	13	3	1221808	113	26
dcl234	wt	13	3	1221808	114	13
dcl234	wt	13	3	1221808	115	8
dcl234	wt	13	3	1221808	116	36
dcl234	wt	13	3	1221808	117	0
dcl234	wt	13	3	1221808	118	5
dcl234	wt	13	3	1221808	119	3
dcl234	wt	13	3	1221808	120	43
dcl234	wt	13	3	1221808	121	0
dcl234	wt	13	3	1221808	122	32
dcl234	wt	13	3	1221808	123	13
dcl234	wt	13	3	1221808	124	22
dcl234	wt	13	3	1221808	125	48
dcl234	wt	13	3	1221808	126	9
dcl234	wt	13	3	1221808	127	4
dcl234	wt	13	3	1221808	128	16
dcl234	wt	13	3	1221808	129	6
dcl234	wt	13	3	1221808	130	11
dcl234	wt	13	3	1221808	131	4
dcl234	wt	13	3	1221808	132	11
dcl234	wt	13	3	1221808	133	29
dcl234	wt	13	3	1221808	134	3
dcl234	wt	13	3	1221808	135	5
dcl234	wt	13	3	1221808	136	5
dcl234	wt	13	3	1221808	137	1
dcl234	wt	13	3	1221808	138	11
dcl234	wt	13	3	1221808	139	1
dcl234	wt	13	3	1221808	140	15
dcl234	wt	13	3	1221808	141	10
dcl234	wt	13	3	1221808	142	5
dcl234	wt	13	3	1221808	143	0
dcl234	wt	13	3	1221808	144	5
dcl234	wt	13	3	1221808	145	16
dcl234	wt	13	3	1221808	146	4
dcl234	wt	13	3	1221808	147	3
dcl234	wt	13	3	1221808	148	0
dcl234	wt	13	3	1221808	149	1
dcl234	wt	13	3	1221808	150	12
dcl234	wt	13	3	1221808	151	0
dcl234	wt	13	3	1221808	152	0
dcl234	wt	13	3	1221808	153	3
dcl234	wt	13	3	1221808	154	0
dcl234	wt	13	3	1221808	155	3
dcl234	wt	13	3	1221808	156	19
dcl234	wt	13	3	1221808	157	1
dcl234	wt	13	3	1221808	158	0
dcl234	wt	13	3	1221808	159	0
dcl234	wt	13	3	1221808	160	9
dcl234	wt	13	3	1221808	161	1
dcl234	wt	13	3	1221808	162	0
dcl234	wt	13	3	1221808	163	8
dcl234	wt	13	3	1221808	164	10
dcl234	wt	13	3	1221808	165	21
dcl234	wt	13	3	1221808	166	0
dcl234	wt	13	3	1221808	167	2
dcl234	wt	13	3	1221808	168	0
dcl234	wt	13	3	1221808	169	9
dcl234	wt	13	3	1221808	170	28
dcl234	wt	13	3	1221808	171	0
dcl234	wt	13	3	1221808	172	16
dcl234	wt	13	3	1221808	173	27
dcl234	wt	13	3	1221808	174	83
dcl234	wt	13	3	1221808	175	121
dcl234	wt	13	3	1221808	176	135
dcl234	wt	13	3	1221808	177	222
dcl234	wt	13	3	1221808	178	141
dcl234	wt	13	3	1221808	179	158
dcl234	wt	15	3	1284077	0	284
dcl234	wt	15	3	1284077	1	201
dcl234	wt	15	3	1284077	2	274
dcl234	wt	15	3	1284077	3	230
dcl234	wt	15	3	1284077	4	543
dcl234	wt	15	3	1284077	5	620
dcl234	wt	15	3	1284077	6	707
dcl234	wt	15	3	1284077	7	450
dcl234	wt	15	3	1284077	8	1218
dcl234	wt	15	3	1284077	9	1128
dcl234	wt	15	3	1284077	10	1503
dcl234	wt	15	3	1284077	11	2857
dcl234	wt	15	3	1284077	12	3557
dcl234	wt	15	3	1284077	13	7517
dcl234	wt	15	3	1284077	14	10120
dcl234	wt	15	3	1284077	15	17688
dcl234	wt	15	3	1284077	16	21203
dcl234	wt	15	3	1284077	17	26617
dcl234	wt	15	3	1284077	18	33687
dcl234	wt	15	3	1284077	19	41475
dcl234	wt	15	3	1284077	20	43169
dcl234	wt	15	3	1284077	21	40921
dcl234	wt	15	3	1284077	22	49428
