Image	Mean1	Mean2	Covariance1	Covariance2	Weight1	Weight2
Col-0_CPB_#1_11dpi.JPG, 51.616329, 52.084274, 2.047686, 7.401222, 0.919983, 0.080017
Col-0_CPB_#1_13dpi.JPG, 50.610632, 50.970238, 5.459810, 2.061109, 0.273939, 0.726061
Col-0_CPB_#1_15dpi.JPG, 51.439387, 46.233879, 3.486395, 9.022345, 0.831743, 0.168257
Col-0_CPB_#1_17dpi.JPG, 50.952431, 32.848638, 4.241780, 4.829571, 0.901819, 0.098181
Col-0_CPB_#1_1dbi.JPG, 51.071492, 58.438114, 2.112663, 11.550688, 0.929744, 0.070256
Col-0_CPB_#1_1dpi.JPG, 55.799609, 51.786985, 10.570571, 2.297754, 0.099321, 0.900679
Col-0_CPB_#1_3dpi.JPG, 50.180516, 50.579084, 10.010692, 1.993195, 0.152085, 0.847915
Col-0_CPB_#1_5dpi.JPG, 50.558999, 50.516359, 2.211296, 12.410978, 0.927056, 0.072944
Col-0_CPB_#1_7dpi.JPG, 51.292806, 50.929119, 1.855231, 8.961637, 0.903331, 0.096669
Col-0_CPB_#1_9dpi.JPG, 52.039023, 50.958392, 6.531734, 1.889018, 0.095982, 0.904018
Col-0_CPB_#2_11dpi.JPG, 50.567472, 51.577547, 2.480977, 14.902712, 0.937638, 0.062362
Col-0_CPB_#2_13dpi.JPG, 49.803016, 50.393841, 2.431564, 13.365249, 0.918756, 0.081244
Col-0_CPB_#2_15dpi.JPG, 49.973957, 31.111974, 3.974612, 6.142713, 0.978577, 0.021423
Col-0_CPB_#2_17dpi.JPG, 49.689450, 31.923462, 4.247271, 4.898094, 0.906938, 0.093062
Col-0_CPB_#2_1dbi.JPG, 59.836023, 51.615478, 11.556694, 2.165127, 0.082614, 0.917386
Col-0_CPB_#2_1dpi.JPG, 51.551812, 58.309857, 2.513381, 12.191406, 0.885356, 0.114644
Col-0_CPB_#2_3dpi.JPG, 50.850131, 59.980438, 2.715833, 12.472305, 0.922160, 0.077840
Col-0_CPB_#2_5dpi.JPG, 50.934160, 34.282728, 4.631473, 3.882838, 0.970351, 0.029649
Col-0_CPB_#2_7dpi.JPG, 51.035395, 50.759077, 12.320418, 2.382235, 0.143251, 0.856749
Col-0_CPB_#2_9dpi.JPG, 51.595776, 50.547829, 2.576990, 13.971649, 0.886105, 0.113895
Col-0_CPB_#3_11dpi.JPG, 53.450272, 55.372755, 2.653990, 8.633808, 0.879140, 0.120860
Col-0_CPB_#3_13dpi.JPG, 53.624055, 51.970932, 3.040915, 10.406478, 0.849507, 0.150493
Col-0_CPB_#3_15dpi.JPG, 53.615791, 43.493715, 3.755526, 15.518965, 0.955211, 0.044789
Col-0_CPB_#3_17dpi.JPG, 52.109326, 42.096043, 3.748870, 13.576722, 0.880042, 0.119958
Col-0_CPB_#3_1dbi.JPG, 52.101269, 58.958982, 2.381972, 9.299980, 0.958375, 0.041625
Col-0_CPB_#3_1dpi.JPG, 50.892817, 56.646994, 2.472780, 10.021982, 0.926941, 0.073059
Col-0_CPB_#3_3dpi.JPG, 50.824120, 53.374459, 8.978037, 2.733930, 0.239187, 0.760813
Col-0_CPB_#3_5dpi.JPG, 50.023617, 53.026256, 10.227394, 2.919298, 0.240258, 0.759742
Col-0_CPB_#3_7dpi.JPG, 52.424530, 48.387631, 2.969530, 11.250645, 0.843146, 0.156854
Col-0_CPB_#3_9dpi.JPG, 53.639125, 53.424549, 9.464559, 2.681575, 0.171216, 0.828784
Col-0_CPB_#4_11dpi.JPG, 52.520993, 44.060949, 2.949091, 14.061141, 0.929199, 0.070801
Col-0_CPB_#4_13dpi.JPG, 44.800948, 53.704014, 14.653835, 3.250396, 0.096847, 0.903153
Col-0_CPB_#4_15dpi.JPG, 54.027315, 28.929674, 3.914026, 6.820883, 0.959465, 0.040535
Col-0_CPB_#4_17dpi.JPG, 42.638373, 53.594085, 16.623649, 3.264764, 0.087923, 0.912077
Col-0_CPB_#4_1dbi.JPG, 50.468134, 69.754379, 2.778490, 10.406846, 0.981245, 0.018755
Col-0_CPB_#4_1dpi.JPG, 50.867743, 71.224519, 3.340267, 10.051678, 0.969077, 0.030923
Col-0_CPB_#4_3dpi.JPG, 48.659459, 52.111368, 10.062255, 3.056541, 0.164343, 0.835657
Col-0_CPB_#4_5dpi.JPG, 52.030419, 32.697284, 4.158950, 5.949990, 0.955548, 0.044452
Col-0_CPB_#4_7dpi.JPG, 49.585305, 51.627377, 10.923512, 3.020716, 0.166805, 0.833195
Col-0_CPB_#4_9dpi.JPG, 53.233335, 52.733211, 2.791096, 9.175550, 0.826313, 0.173687
Col-0_M_#6_11dpi.JPG, 50.927867, 49.691971, 2.579643, 10.794493, 0.922706, 0.077294
Col-0_M_#6_13dpi.JPG, 52.280816, 51.572925, 8.716280, 2.591794, 0.091460, 0.908540
Col-0_M_#6_15dpi.JPG, 51.520971, 51.781621, 2.778941, 8.967651, 0.916059, 0.083941
Col-0_M_#6_17dpi.JPG, 50.038301, 51.228982, 10.302236, 2.822035, 0.085906, 0.914094
Col-0_M_#6_1dbi.JPG, 49.559197, 57.924091, 1.729558, 11.575075, 0.941837, 0.058163
Col-0_M_#6_1dpi.JPG, 50.148174, 55.501157, 2.070251, 9.429782, 0.934514, 0.065486
Col-0_M_#6_3dpi.JPG, 49.695583, 50.582949, 2.062492, 11.175486, 0.889377, 0.110623
Col-0_M_#6_5dpi.JPG, 50.146586, 49.463685, 2.268749, 11.049671, 0.891220, 0.108780
Col-0_M_#6_7dpi.JPG, 47.652973, 50.565674, 11.534878, 2.504680, 0.108057, 0.891943
Col-0_M_#6_9dpi.JPG, 50.871822, 49.045789, 2.653187, 12.733385, 0.933329, 0.066671
Col-0_M_#7_11dpi.JPG, 52.314732, 50.923957, 7.549515, 2.471252, 0.114201, 0.885799
Col-0_M_#7_13dpi.JPG, 52.727486, 51.184031, 7.170324, 2.575255, 0.122282, 0.877718
Col-0_M_#7_15dpi.JPG, 52.378217, 53.034971, 2.756509, 6.370224, 0.751289, 0.248711
Col-0_M_#7_17dpi.JPG, 52.348727, 52.860512, 2.905305, 8.046856, 0.822222, 0.177778
Col-0_M_#7_1dbi.JPG, 49.761173, 57.361178, 1.742864, 10.482317, 0.926118, 0.073882
Col-0_M_#7_1dpi.JPG, 54.933362, 50.414517, 8.193861, 1.955150, 0.083223, 0.916777
Col-0_M_#7_3dpi.JPG, 49.878007, 54.162822, 2.163083, 12.121889, 0.933422, 0.066578
Col-0_M_#7_5dpi.JPG, 50.186839, 50.653108, 2.381057, 12.227626, 0.915063, 0.084937
Col-0_M_#7_7dpi.JPG, 50.362960, 48.501100, 2.314751, 11.784651, 0.895951, 0.104049
Col-0_M_#7_9dpi.JPG, 50.373967, 52.881643, 2.702974, 11.154430, 0.940410, 0.059590
Col-0_M_#8_11dpi.JPG, 53.092822, 53.275004, 2.587564, 8.447599, 0.825497, 0.174503
Col-0_M_#8_13dpi.JPG, 52.534508, 53.766290, 2.455588, 8.702737, 0.872313, 0.127687
Col-0_M_#8_15dpi.JPG, 53.833596, 53.464774, 7.801416, 2.627470, 0.136554, 0.863446
Col-0_M_#8_17dpi.JPG, 52.721312, 54.641263, 2.794986, 8.579968, 0.860966, 0.139034
Col-0_M_#8_1dbi.JPG, 50.536788, 59.894937, 1.823041, 10.586587, 0.935098, 0.064902
Col-0_M_#8_1dpi.JPG, 51.888230, 55.209735, 2.110204, 8.539766, 0.891752, 0.108248
Col-0_M_#8_3dpi.JPG, 51.046279, 53.390704, 2.129903, 11.307672, 0.894279, 0.105721
