Image	Mean1	Mean2	Covariance1	Covariance2	Weight1	Weight2
ago10_CPB_#1_11dpi.JPG, 50.600601, 59.273516, 2.614788, 10.560556, 0.937257, 0.062743
ago10_CPB_#1_13dpi.JPG, 50.125663, 51.261407, 2.175480, 13.342362, 0.924758, 0.075242
ago10_CPB_#1_15dpi.JPG, 52.900600, 49.669841, 12.781940, 2.390413, 0.073876, 0.926124
ago10_CPB_#1_17dpi.JPG, 50.545823, 28.542027, 4.305630, 6.416719, 0.981974, 0.018026
ago10_CPB_#1_1dbi.JPG, 49.682968, 58.986370, 2.297228, 14.021502, 0.927683, 0.072317
ago10_CPB_#1_1dpi.JPG, 49.417878, 65.755651, 2.670982, 11.295644, 0.956497, 0.043503
ago10_CPB_#1_3dpi.JPG, 50.690870, 59.627768, 3.020254, 14.473136, 0.933870, 0.066130
ago10_CPB_#1_5dpi.JPG, 50.587169, 50.539899, 2.716432, 14.674322, 0.870654, 0.129346
ago10_CPB_#1_7dpi.JPG, 51.003676, 27.495356, 4.889711, 5.909663, 0.972803, 0.027197
ago10_CPB_#1_9dpi.JPG, 51.443020, 28.041029, 4.485522, 5.947460, 0.984390, 0.015610
ago10_CPB_#2_11dpi.JPG, 50.414387, 51.740748, 2.343132, 13.025087, 0.910686, 0.089314
ago10_CPB_#2_13dpi.JPG, 50.334295, 57.862138, 2.527883, 12.441666, 0.960027, 0.039973
ago10_CPB_#2_15dpi.JPG, 53.089311, 50.396674, 12.834190, 2.484042, 0.059549, 0.940451
ago10_CPB_#2_17dpi.JPG, 51.301557, 52.673714, 2.761424, 10.688547, 0.899426, 0.100574
ago10_CPB_#2_1dbi.JPG, 50.182711, 64.740580, 2.469024, 11.298509, 0.944617, 0.055383
ago10_CPB_#2_1dpi.JPG, 50.175612, 61.596866, 2.496325, 12.363562, 0.920821, 0.079179
ago10_CPB_#2_3dpi.JPG, 57.675259, 50.851433, 13.354145, 2.811289, 0.095248, 0.904752
ago10_CPB_#2_5dpi.JPG, 51.144821, 53.491991, 2.836734, 13.722946, 0.881251, 0.118749
ago10_CPB_#2_7dpi.JPG, 51.009056, 55.106273, 2.716659, 13.785315, 0.908708, 0.091292
ago10_CPB_#2_9dpi.JPG, 50.883400, 53.682283, 2.573388, 13.688715, 0.919089, 0.080911
ago10_CPB_#3_11dpi.JPG, 50.586502, 52.814356, 2.482768, 14.789696, 0.927104, 0.072896
ago10_CPB_#3_13dpi.JPG, 50.351236, 53.041366, 2.412520, 12.898345, 0.936327, 0.063673
ago10_CPB_#3_15dpi.JPG, 50.318275, 52.818957, 2.109268, 11.412698, 0.923748, 0.076252
ago10_CPB_#3_17dpi.JPG, 50.636036, 53.605635, 2.315825, 12.852224, 0.948611, 0.051389
ago10_CPB_#3_1dbi.JPG, 49.580765, 59.627229, 2.408127, 13.124256, 0.939284, 0.060716
ago10_CPB_#3_1dpi.JPG, 49.614591, 57.409811, 2.678961, 13.090752, 0.921228, 0.078772
ago10_CPB_#3_3dpi.JPG, 50.810153, 56.661815, 3.401972, 15.373608, 0.926543, 0.073457
ago10_CPB_#3_5dpi.JPG, 51.168693, 52.690442, 3.291174, 13.985547, 0.863255, 0.136745
ago10_CPB_#3_7dpi.JPG, 52.899335, 51.056627, 11.579293, 2.729107, 0.175199, 0.824801
